LOT_ID,WAFER_NO,PRODUCT,LINE,TOTAL_DIE,GOOD_DIE,YIELD_PCT,MAIN_FAIL_TYPE,TEST_DATE
L26029,22,D1B-DDR5-24G,P2,1200,1138,94.89,SCRATCH,2026-03-08
L26029,23,D1B-DDR5-24G,P2,1200,1170,97.51,OPEN,2026-03-07
L26029,24,D1B-DDR5-24G,P2,1200,1189,99.1,PARTICLE,2026-03-14
L26029,25,D1B-DDR5-24G,P2,1200,1138,94.87,OPEN,2026-03-11
L26030,1,V8-NAND-1Tb,P2,1200,1142,95.23,SCRATCH,2026-03-11
L26030,2,V8-NAND-1Tb,P2,1200,1086,90.53,OPEN,2026-03-11
L26030,3,V8-NAND-1Tb,P2,1200,1181,98.44,THIN_FILM,2026-03-08
L26030,4,V8-NAND-1Tb,P2,1200,1099,91.65,OPEN,2026-03-09
L26030,5,V8-NAND-1Tb,P2,1200,1133,94.44,PARTICLE,2026-03-09
L26030,6,V8-NAND-1Tb,P2,1200,1159,96.62,SCRATCH,2026-03-06
L26030,7,V8-NAND-1Tb,P2,1200,1139,94.94,EDGE_CHIP,2026-03-08
L26030,8,V8-NAND-1Tb,P2,1200,1185,98.82,PARTICLE,2026-03-08
L26030,9,V8-NAND-1Tb,P2,1200,1129,94.14,OPEN,2026-03-12
L26030,10,V8-NAND-1Tb,P2,1200,1054,87.84,THIN_FILM,2026-03-09
L26030,11,V8-NAND-1Tb,P2,1200,1187,98.98,MISALIGN,2026-03-14
L26030,12,V8-NAND-1Tb,P2,1200,1151,95.96,OPEN,2026-03-11
L26030,13,V8-NAND-1Tb,P2,1200,1131,94.26,BRIDGE,2026-03-11
L26030,14,V8-NAND-1Tb,P2,1200,1172,97.74,OPEN,2026-03-05
L26030,15,V8-NAND-1Tb,P2,1200,1163,96.93,BRIDGE,2026-03-10
L26030,16,V8-NAND-1Tb,P2,1200,1156,96.36,PARTICLE,2026-03-12
L26030,17,V8-NAND-1Tb,P2,1200,1191,99.31,BRIDGE,2026-03-08
L26030,18,V8-NAND-1Tb,P2,1200,1177,98.11,SCRATCH,2026-03-09
L26030,19,V8-NAND-1Tb,P2,1200,1152,96.01,BRIDGE,2026-03-06
L26030,20,V8-NAND-1Tb,P2,1200,1197,99.8,OPEN,2026-03-11
L26030,21,V8-NAND-1Tb,P2,1200,1175,97.98,SCRATCH,2026-03-11
L26030,22,V8-NAND-1Tb,P2,1200,1158,96.5,PARTICLE,2026-03-14
L26030,23,V8-NAND-1Tb,P2,1200,1197,99.8,ETC,2026-03-06
L26030,24,V8-NAND-1Tb,P2,1200,1163,96.97,PARTICLE,2026-03-12
L26030,25,V8-NAND-1Tb,P2,1200,1186,98.87,EDGE_CHIP,2026-03-14
L26031,1,LSI-ISOCELL-HP2,P2,1200,1064,88.74,PARTICLE,2026-03-08
L26031,2,LSI-ISOCELL-HP2,P2,1200,1088,90.72,ETC,2026-03-14
L26031,3,LSI-ISOCELL-HP2,P2,1200,1049,87.44,PARTICLE,2026-03-06
L26031,4,LSI-ISOCELL-HP2,P2,1200,1100,91.74,OPEN,2026-03-08
L26031,5,LSI-ISOCELL-HP2,P2,1200,1071,89.31,PARTICLE,2026-03-09
L26031,6,LSI-ISOCELL-HP2,P2,1200,1077,89.76,PARTICLE,2026-03-08
L26031,7,LSI-ISOCELL-HP2,P2,1200,1062,88.57,SCRATCH,2026-03-08
L26031,8,LSI-ISOCELL-HP2,P2,1200,1086,90.53,THIN_FILM,2026-03-06
L26031,9,LSI-ISOCELL-HP2,P2,1200,1072,89.37,EDGE_CHIP,2026-03-09
L26031,10,LSI-ISOCELL-HP2,P2,1200,972,81.02,SCRATCH,2026-03-08
L26031,11,LSI-ISOCELL-HP2,P2,1200,1072,89.4,PARTICLE,2026-03-09
L26031,12,LSI-ISOCELL-HP2,P2,1200,1052,87.72,OPEN,2026-03-10
L26031,13,LSI-ISOCELL-HP2,P2,1200,1043,86.99,MISALIGN,2026-03-05
L26031,14,LSI-ISOCELL-HP2,P2,1200,1077,89.83,MISALIGN,2026-03-09
L26031,15,LSI-ISOCELL-HP2,P2,1200,1063,88.59,MISALIGN,2026-03-11
L26031,16,LSI-ISOCELL-HP2,P2,1200,1061,88.42,PARTICLE,2026-03-14
L26031,17,LSI-ISOCELL-HP2,P2,1200,1056,88.03,PARTICLE,2026-03-09
L26031,18,LSI-ISOCELL-HP2,P2,1200,1091,90.96,PARTICLE,2026-03-10
L26031,19,LSI-ISOCELL-HP2,P2,1200,1115,92.97,PARTICLE,2026-03-11
L26031,20,LSI-ISOCELL-HP2,P2,1200,1125,93.83,MISALIGN,2026-03-12
L26031,21,LSI-ISOCELL-HP2,P2,1200,1080,90.04,MISALIGN,2026-03-13
L26031,22,LSI-ISOCELL-HP2,P2,1200,1079,89.97,MISALIGN,2026-03-06
L26031,23,LSI-ISOCELL-HP2,P2,1200,1062,88.57,SCRATCH,2026-03-12
L26031,24,LSI-ISOCELL-HP2,P2,1200,1085,90.48,BRIDGE,2026-03-07
L26031,25,LSI-ISOCELL-HP2,P2,1200,1074,89.58,MISALIGN,2026-03-09
L26032,1,D1B-DDR5-24G,H1,1200,1131,94.31,MISALIGN,2026-03-06
L26032,2,D1B-DDR5-24G,H1,1200,1119,93.32,BRIDGE,2026-03-06
L26032,3,D1B-DDR5-24G,H1,1200,1093,91.14,THIN_FILM,2026-03-12
L26032,4,D1B-DDR5-24G,H1,1200,1106,92.19,SCRATCH,2026-03-14
L26032,5,D1B-DDR5-24G,H1,1200,1107,92.29,PARTICLE,2026-03-10
L26032,6,D1B-DDR5-24G,H1,1200,1119,93.27,MISALIGN,2026-03-05
L26032,7,D1B-DDR5-24G,H1,1200,1098,91.58,PARTICLE,2026-03-12
L26032,8,D1B-DDR5-24G,H1,1200,1082,90.18,OPEN,2026-03-13
L26032,9,D1B-DDR5-24G,H1,1200,1111,92.6,OPEN,2026-03-06
L26032,10,D1B-DDR5-24G,H1,1200,1026,85.57,BRIDGE,2026-03-14
L26032,11,D1B-DDR5-24G,H1,1200,1086,90.57,PARTICLE,2026-03-10
L26032,12,D1B-DDR5-24G,H1,1200,1103,91.96,BRIDGE,2026-03-07
L26032,13,D1B-DDR5-24G,H1,1200,1098,91.53,SCRATCH,2026-03-13
L26032,14,D1B-DDR5-24G,H1,1200,1115,92.94,EDGE_CHIP,2026-03-09
L26032,15,D1B-DDR5-24G,H1,1200,1068,89.05,OPEN,2026-03-06
L26032,16,D1B-DDR5-24G,H1,1200,1128,94.0,PARTICLE,2026-03-06
L26032,17,D1B-DDR5-24G,H1,1200,1105,92.14,OPEN,2026-03-09
L26032,18,D1B-DDR5-24G,H1,1200,1015,84.62,BRIDGE,2026-03-09
L26032,19,D1B-DDR5-24G,H1,1200,1071,89.3,EDGE_CHIP,2026-03-09
L26032,20,D1B-DDR5-24G,H1,1200,1079,89.92,OPEN,2026-03-05
L26032,21,D1B-DDR5-24G,H1,1200,1046,87.17,MISALIGN,2026-03-08
L26032,22,D1B-DDR5-24G,H1,1200,1051,87.64,BRIDGE,2026-03-05
L26032,23,D1B-DDR5-24G,H1,1200,1089,90.76,SCRATCH,2026-03-08
L26032,24,D1B-DDR5-24G,H1,1200,1088,90.69,OPEN,2026-03-08
L26032,25,D1B-DDR5-24G,H1,1200,1091,90.98,ETC,2026-03-09
L26033,1,D1Z-DDR5-16G,P3,1200,1158,96.58,BRIDGE,2026-03-08
L26033,2,D1Z-DDR5-16G,P3,1200,1132,94.35,OPEN,2026-03-06
L26033,3,D1Z-DDR5-16G,P3,1200,1162,96.84,MISALIGN,2026-03-14
L26033,4,D1Z-DDR5-16G,P3,1200,1171,97.63,PARTICLE,2026-03-13
L26033,5,D1Z-DDR5-16G,P3,1200,1154,96.18,PARTICLE,2026-03-14
L26033,6,D1Z-DDR5-16G,P3,1200,1143,95.29,PARTICLE,2026-03-12
L26033,7,D1Z-DDR5-16G,P3,1200,1168,97.38,SCRATCH,2026-03-06
L26033,8,D1Z-DDR5-16G,P3,1200,1146,95.55,SCRATCH,2026-03-06
L26033,9,D1Z-DDR5-16G,P3,1200,1140,95.08,EDGE_CHIP,2026-03-08
L26033,10,D1Z-DDR5-16G,P3,1200,1161,96.83,PARTICLE,2026-03-08
L26033,11,D1Z-DDR5-16G,P3,1200,1134,94.57,PARTICLE,2026-03-13
L26033,12,D1Z-DDR5-16G,P3,1200,1144,95.41,BRIDGE,2026-03-14
L26033,13,D1Z-DDR5-16G,P3,1200,1085,90.45,PARTICLE,2026-03-08
L26033,14,D1Z-DDR5-16G,P3,1200,1150,95.9,THIN_FILM,2026-03-05
L26033,15,D1Z-DDR5-16G,P3,1200,1144,95.4,PARTICLE,2026-03-12
L26033,16,D1Z-DDR5-16G,P3,1200,1133,94.46,PARTICLE,2026-03-09
L26033,17,D1Z-DDR5-16G,P3,1200,1141,95.1,SCRATCH,2026-03-08
L26033,18,D1Z-DDR5-16G,P3,1200,1165,97.14,OPEN,2026-03-06
L26033,19,D1Z-DDR5-16G,P3,1200,1135,94.66,OPEN,2026-03-13
L26033,20,D1Z-DDR5-16G,P3,1200,1191,99.3,THIN_FILM,2026-03-05
L26033,21,D1Z-DDR5-16G,P3,1200,1174,97.84,BRIDGE,2026-03-08
L26033,22,D1Z-DDR5-16G,P3,1200,1126,93.85,MISALIGN,2026-03-11
L26033,23,D1Z-DDR5-16G,P3,1200,1153,96.1,OPEN,2026-03-05
L26033,24,D1Z-DDR5-16G,P3,1200,1110,92.57,BRIDGE,2026-03-08
L26033,25,D1Z-DDR5-16G,P3,1200,1175,97.99,OPEN,2026-03-09
L26034,1,V8-NAND-1Tb,P3,1200,1097,91.49,EDGE_CHIP,2026-03-13
L26034,2,V8-NAND-1Tb,P3,1200,1122,93.52,SCRATCH,2026-03-08
L26034,3,V8-NAND-1Tb,P3,1200,1108,92.35,MISALIGN,2026-03-07
L26034,4,V8-NAND-1Tb,P3,1200,1104,92.0,OPEN,2026-03-12
L26034,5,V8-NAND-1Tb,P3,1200,1085,90.43,BRIDGE,2026-03-14
L26034,6,V8-NAND-1Tb,P3,1200,1112,92.75,ETC,2026-03-12
L26034,7,V8-NAND-1Tb,P3,1200,1097,91.46,PARTICLE,2026-03-09
L26034,8,V8-NAND-1Tb,P3,1200,1087,90.63,THIN_FILM,2026-03-07
L26034,9,V8-NAND-1Tb,P3,1200,1102,91.87,PARTICLE,2026-03-10
L26034,10,V8-NAND-1Tb,P3,1200,1125,93.82,OPEN,2026-03-11
L26034,11,V8-NAND-1Tb,P3,1200,1071,89.3,SCRATCH,2026-03-13
L26034,12,V8-NAND-1Tb,P3,1200,1095,91.29,OPEN,2026-03-14
L26034,13,V8-NAND-1Tb,P3,1200,1110,92.51,SCRATCH,2026-03-14
L26034,14,V8-NAND-1Tb,P3,1200,1027,85.61,MISALIGN,2026-03-14
L26034,15,V8-NAND-1Tb,P3,1200,1102,91.85,OPEN,2026-03-06
L26034,16,V8-NAND-1Tb,P3,1200,1098,91.53,ETC,2026-03-06
L26034,17,V8-NAND-1Tb,P3,1200,1095,91.28,ETC,2026-03-05
L26034,18,V8-NAND-1Tb,P3,1200,1127,93.99,SCRATCH,2026-03-13
L26034,19,V8-NAND-1Tb,P3,1200,1088,90.7,BRIDGE,2026-03-08
L26034,20,V8-NAND-1Tb,P3,1200,1104,92.01,MISALIGN,2026-03-07
L26034,21,V8-NAND-1Tb,P3,1200,1068,89.07,BRIDGE,2026-03-07
L26034,22,V8-NAND-1Tb,P3,1200,1114,92.85,BRIDGE,2026-03-06
L26034,23,V8-NAND-1Tb,P3,1200,1117,93.13,ETC,2026-03-07
L26034,24,V8-NAND-1Tb,P3,1200,1030,85.92,THIN_FILM,2026-03-13
L26034,25,V8-NAND-1Tb,P3,1200,1101,91.8,ETC,2026-03-05
L26035,1,D1B-DDR5-24G,P1,1200,1108,92.4,BRIDGE,2026-03-10
L26035,2,D1B-DDR5-24G,P1,1200,1154,96.19,SCRATCH,2026-03-13
L26035,3,D1B-DDR5-24G,P1,1200,1095,91.29,PARTICLE,2026-03-10
L26035,4,D1B-DDR5-24G,P1,1200,1130,94.19,PARTICLE,2026-03-13
L26035,5,D1B-DDR5-24G,P1,1200,1125,93.79,BRIDGE,2026-03-14
L26035,6,D1B-DDR5-24G,P1,1200,1073,89.44,THIN_FILM,2026-03-13
L26035,7,D1B-DDR5-24G,P1,1200,1106,92.24,PARTICLE,2026-03-11
L26035,8,D1B-DDR5-24G,P1,1200,1099,91.6,OPEN,2026-03-08
L26035,9,D1B-DDR5-24G,P1,1200,1063,88.6,BRIDGE,2026-03-11
L26035,10,D1B-DDR5-24G,P1,1200,1079,89.97,PARTICLE,2026-03-06
L26035,11,D1B-DDR5-24G,P1,1200,1124,93.69,THIN_FILM,2026-03-08
L26035,12,D1B-DDR5-24G,P1,1200,1129,94.12,MISALIGN,2026-03-05
L26035,13,D1B-DDR5-24G,P1,1200,1100,91.74,PARTICLE,2026-03-06
L26035,14,D1B-DDR5-24G,P1,1200,1083,90.29,OPEN,2026-03-14
L26035,15,D1B-DDR5-24G,P1,1200,1136,94.71,OPEN,2026-03-11
L26035,16,D1B-DDR5-24G,P1,1200,1146,95.52,SCRATCH,2026-03-11
L26035,17,D1B-DDR5-24G,P1,1200,1171,97.64,BRIDGE,2026-03-13
L26035,18,D1B-DDR5-24G,P1,1200,1128,94.03,ETC,2026-03-05
L26035,19,D1B-DDR5-24G,P1,1200,1130,94.23,PARTICLE,2026-03-05
L26035,20,D1B-DDR5-24G,P1,1200,1101,91.8,SCRATCH,2026-03-08
L26035,21,D1B-DDR5-24G,P1,1200,1136,94.67,BRIDGE,2026-03-09
L26035,22,D1B-DDR5-24G,P1,1200,1143,95.25,PARTICLE,2026-03-06
L26035,23,D1B-DDR5-24G,P1,1200,1120,93.36,BRIDGE,2026-03-10
L26035,24,D1B-DDR5-24G,P1,1200,1117,93.17,SCRATCH,2026-03-08
L26035,25,D1B-DDR5-24G,P1,1200,1069,89.09,SCRATCH,2026-03-10
L26036,1,LSI-ISOCELL-HP2,P1,1200,1136,94.68,OPEN,2026-03-10
L26036,2,LSI-ISOCELL-HP2,P1,1200,1188,99.03,MISALIGN,2026-03-07
L26036,3,LSI-ISOCELL-HP2,P1,1200,1193,99.46,MISALIGN,2026-03-10
L26036,4,LSI-ISOCELL-HP2,P1,1200,1124,93.68,BRIDGE,2026-03-08
L26036,5,LSI-ISOCELL-HP2,P1,1200,1193,99.46,PARTICLE,2026-03-07
L26036,6,LSI-ISOCELL-HP2,P1,1200,1135,94.64,PARTICLE,2026-03-12
L26036,7,LSI-ISOCELL-HP2,P1,1200,1197,99.8,PARTICLE,2026-03-08
L26036,8,LSI-ISOCELL-HP2,P1,1200,1138,94.86,MISALIGN,2026-03-09
L26036,9,LSI-ISOCELL-HP2,P1,1200,1123,93.6,PARTICLE,2026-03-05
L26036,10,LSI-ISOCELL-HP2,P1,1200,1185,98.78,BRIDGE,2026-03-14
L26036,11,LSI-ISOCELL-HP2,P1,1200,1150,95.89,BRIDGE,2026-03-09
L26036,12,LSI-ISOCELL-HP2,P1,1200,1120,93.37,SCRATCH,2026-03-05
L26036,13,LSI-ISOCELL-HP2,P1,1200,1090,90.89,MISALIGN,2026-03-13
L26036,14,LSI-ISOCELL-HP2,P1,1200,1136,94.71,ETC,2026-03-12
L26036,15,LSI-ISOCELL-HP2,P1,1200,1148,95.72,PARTICLE,2026-03-09
L26036,16,LSI-ISOCELL-HP2,P1,1200,1157,96.42,THIN_FILM,2026-03-07
L26036,17,LSI-ISOCELL-HP2,P1,1200,1176,98.05,EDGE_CHIP,2026-03-10
L26036,18,LSI-ISOCELL-HP2,P1,1200,1161,96.78,ETC,2026-03-05
L26036,19,LSI-ISOCELL-HP2,P1,1200,1173,97.78,MISALIGN,2026-03-05
L26036,20,LSI-ISOCELL-HP2,P1,1200,1134,94.53,MISALIGN,2026-03-05
L26036,21,LSI-ISOCELL-HP2,P1,1200,1129,94.08,SCRATCH,2026-03-09
L26036,22,LSI-ISOCELL-HP2,P1,1200,1142,95.17,MISALIGN,2026-03-07
L26036,23,LSI-ISOCELL-HP2,P1,1200,1182,98.56,BRIDGE,2026-03-11
L26036,24,LSI-ISOCELL-HP2,P1,1200,1145,95.44,PARTICLE,2026-03-05
L26036,25,LSI-ISOCELL-HP2,P1,1200,1146,95.5,PARTICLE,2026-03-11
L26037,1,D1B-DDR5-24G,P1,1200,1197,99.8,PARTICLE,2026-03-10
L26037,2,D1B-DDR5-24G,P1,1200,1157,96.49,PARTICLE,2026-03-14
L26037,3,D1B-DDR5-24G,P1,1200,1157,96.5,MISALIGN,2026-03-06
L26037,4,D1B-DDR5-24G,P1,1200,1162,96.9,EDGE_CHIP,2026-03-12
L26037,5,D1B-DDR5-24G,P1,1200,1142,95.18,PARTICLE,2026-03-06
L26037,6,D1B-DDR5-24G,P1,1200,1183,98.66,THIN_FILM,2026-03-11
L26037,7,D1B-DDR5-24G,P1,1200,1171,97.63,OPEN,2026-03-06
L26037,8,D1B-DDR5-24G,P1,1200,1167,97.27,EDGE_CHIP,2026-03-11
L26037,9,D1B-DDR5-24G,P1,1200,1096,91.37,ETC,2026-03-09
L26037,10,D1B-DDR5-24G,P1,1200,1175,97.95,BRIDGE,2026-03-13
L26037,11,D1B-DDR5-24G,P1,1200,1182,98.51,PARTICLE,2026-03-12
L26037,12,D1B-DDR5-24G,P1,1200,1178,98.18,BRIDGE,2026-03-14
L26037,13,D1B-DDR5-24G,P1,1200,1154,96.24,BRIDGE,2026-03-11
L26037,14,D1B-DDR5-24G,P1,1200,1176,98.04,EDGE_CHIP,2026-03-12
L26037,15,D1B-DDR5-24G,P1,1200,1165,97.11,BRIDGE,2026-03-09
L26037,16,D1B-DDR5-24G,P1,1200,1197,99.8,SCRATCH,2026-03-11
L26037,17,D1B-DDR5-24G,P1,1200,1148,95.67,SCRATCH,2026-03-14
L26037,18,D1B-DDR5-24G,P1,1200,1137,94.82,PARTICLE,2026-03-12
L26037,19,D1B-DDR5-24G,P1,1200,1144,95.37,SCRATCH,2026-03-09
L26037,20,D1B-DDR5-24G,P1,1200,1161,96.76,PARTICLE,2026-03-12
L26037,21,D1B-DDR5-24G,P1,1200,1167,97.3,PARTICLE,2026-03-05
L26037,22,D1B-DDR5-24G,P1,1200,1145,95.47,PARTICLE,2026-03-10
L26037,23,D1B-DDR5-24G,P1,1200,1123,93.61,BRIDGE,2026-03-06
L26037,24,D1B-DDR5-24G,P1,1200,1177,98.1,ETC,2026-03-06
L26037,25,D1B-DDR5-24G,P1,1200,1163,96.95,ETC,2026-03-13
L26038,1,D1B-DDR5-24G,H1,1200,1123,93.65,PARTICLE,2026-03-11
L26038,2,D1B-DDR5-24G,H1,1200,1106,92.19,BRIDGE,2026-03-11
L26038,3,D1B-DDR5-24G,H1,1200,1031,85.98,SCRATCH,2026-03-07
L26038,4,D1B-DDR5-24G,H1,1200,1110,92.57,BRIDGE,2026-03-07
L26038,5,D1B-DDR5-24G,H1,1200,1098,91.51,THIN_FILM,2026-03-06
L26038,6,D1B-DDR5-24G,H1,1200,1106,92.18,SCRATCH,2026-03-05
L26038,7,D1B-DDR5-24G,H1,1200,1121,93.46,OPEN,2026-03-12
L26038,8,D1B-DDR5-24G,H1,1200,1095,91.26,ETC,2026-03-07
L26038,9,D1B-DDR5-24G,H1,1200,1119,93.3,EDGE_CHIP,2026-03-12
L26038,10,D1B-DDR5-24G,H1,1200,1152,96.04,OPEN,2026-03-13
L26038,11,D1B-DDR5-24G,H1,1200,1107,92.28,MISALIGN,2026-03-14
L26038,12,D1B-DDR5-24G,H1,1200,1105,92.14,BRIDGE,2026-03-12
L26038,13,D1B-DDR5-24G,H1,1200,1087,90.67,SCRATCH,2026-03-08
L26038,14,D1B-DDR5-24G,H1,1200,1099,91.61,BRIDGE,2026-03-11
L26038,15,D1B-DDR5-24G,H1,1200,1114,92.87,SCRATCH,2026-03-07
L26038,16,D1B-DDR5-24G,H1,1200,1095,91.33,PARTICLE,2026-03-11
L26038,17,D1B-DDR5-24G,H1,1200,1109,92.49,ETC,2026-03-07
L26038,18,D1B-DDR5-24G,H1,1200,1094,91.19,THIN_FILM,2026-03-05
L26038,19,D1B-DDR5-24G,H1,1200,1133,94.43,BRIDGE,2026-03-11
L26038,20,D1B-DDR5-24G,H1,1200,1095,91.3,PARTICLE,2026-03-05
L26038,21,D1B-DDR5-24G,H1,1200,1078,89.84,PARTICLE,2026-03-12
L26038,22,D1B-DDR5-24G,H1,1200,1115,92.93,PARTICLE,2026-03-11
L26038,23,D1B-DDR5-24G,H1,1200,1167,97.3,BRIDGE,2026-03-05
L26038,24,D1B-DDR5-24G,H1,1200,1098,91.57,OPEN,2026-03-11
L26038,25,D1B-DDR5-24G,H1,1200,1133,94.44,SCRATCH,2026-03-14
L26039,1,D1B-DDR5-24G,P3,1200,1143,95.27,BRIDGE,2026-03-12
L26039,2,D1B-DDR5-24G,P3,1200,1124,93.73,SCRATCH,2026-03-12
L26039,3,D1B-DDR5-24G,P3,1200,1149,95.75,SCRATCH,2026-03-11
L26039,4,D1B-DDR5-24G,P3,1200,1158,96.51,OPEN,2026-03-12
L26039,5,D1B-DDR5-24G,P3,1200,1153,96.11,SCRATCH,2026-03-14
L26039,6,D1B-DDR5-24G,P3,1200,1170,97.53,PARTICLE,2026-03-06
L26039,7,D1B-DDR5-24G,P3,1200,1163,96.92,BRIDGE,2026-03-13
L26039,8,D1B-DDR5-24G,P3,1200,1135,94.59,SCRATCH,2026-03-05
L26039,9,D1B-DDR5-24G,P3,1200,1152,96.08,BRIDGE,2026-03-05
L26039,10,D1B-DDR5-24G,P3,1200,1169,97.44,PARTICLE,2026-03-11
L26039,11,D1B-DDR5-24G,P3,1200,1123,93.61,PARTICLE,2026-03-07
L26039,12,D1B-DDR5-24G,P3,1200,1174,97.9,PARTICLE,2026-03-08
L26039,13,D1B-DDR5-24G,P3,1200,1190,99.18,PARTICLE,2026-03-06
L26039,14,D1B-DDR5-24G,P3,1200,1138,94.88,OPEN,2026-03-05
L26039,15,D1B-DDR5-24G,P3,1200,1156,96.39,SCRATCH,2026-03-06
L26039,16,D1B-DDR5-24G,P3,1200,1159,96.6,PARTICLE,2026-03-11
L26039,17,D1B-DDR5-24G,P3,1200,1192,99.41,THIN_FILM,2026-03-12
L26039,18,D1B-DDR5-24G,P3,1200,1175,97.93,BRIDGE,2026-03-06
L26039,19,D1B-DDR5-24G,P3,1200,1143,95.29,BRIDGE,2026-03-07
L26039,20,D1B-DDR5-24G,P3,1200,1129,94.1,MISALIGN,2026-03-12
L26039,21,D1B-DDR5-24G,P3,1200,1158,96.54,MISALIGN,2026-03-11
L26039,22,D1B-DDR5-24G,P3,1200,1118,93.22,BRIDGE,2026-03-11
L26039,23,D1B-DDR5-24G,P3,1200,1168,97.36,PARTICLE,2026-03-09
L26039,24,D1B-DDR5-24G,P3,1200,1153,96.14,BRIDGE,2026-03-09
L26039,25,D1B-DDR5-24G,P3,1200,1193,99.43,SCRATCH,2026-03-10
L26040,1,D1Z-DDR5-16G,P1,1200,1078,89.86,PARTICLE,2026-03-14
L26040,2,D1Z-DDR5-16G,P1,1200,967,80.61,OPEN,2026-03-12
L26040,3,D1Z-DDR5-16G,P1,1200,1079,89.98,SCRATCH,2026-03-08
L26040,4,D1Z-DDR5-16G,P1,1200,1116,93.05,PARTICLE,2026-03-10
L26040,5,D1Z-DDR5-16G,P1,1200,1095,91.32,OPEN,2026-03-10
L26040,6,D1Z-DDR5-16G,P1,1200,1130,94.23,EDGE_CHIP,2026-03-13
L26040,7,D1Z-DDR5-16G,P1,1200,1075,89.59,THIN_FILM,2026-03-14
L26040,8,D1Z-DDR5-16G,P1,1200,1072,89.34,BRIDGE,2026-03-14
L26040,9,D1Z-DDR5-16G,P1,1200,1088,90.7,PARTICLE,2026-03-10
L26040,10,D1Z-DDR5-16G,P1,1200,1070,89.22,PARTICLE,2026-03-12
L26040,11,D1Z-DDR5-16G,P1,1200,1107,92.25,BRIDGE,2026-03-12
L26040,12,D1Z-DDR5-16G,P1,1200,1145,95.49,BRIDGE,2026-03-13
L26040,13,D1Z-DDR5-16G,P1,1200,1110,92.57,EDGE_CHIP,2026-03-06
L26040,14,D1Z-DDR5-16G,P1,1200,1087,90.6,PARTICLE,2026-03-14
L26040,15,D1Z-DDR5-16G,P1,1200,1089,90.81,SCRATCH,2026-03-11
L26040,16,D1Z-DDR5-16G,P1,1200,1094,91.18,BRIDGE,2026-03-07
L26040,17,D1Z-DDR5-16G,P1,1200,1098,91.53,MISALIGN,2026-03-07
L26040,18,D1Z-DDR5-16G,P1,1200,1070,89.24,PARTICLE,2026-03-10
L26040,19,D1Z-DDR5-16G,P1,1200,1129,94.13,BRIDGE,2026-03-09
L26040,20,D1Z-DDR5-16G,P1,1200,1085,90.43,EDGE_CHIP,2026-03-12
L26040,21,D1Z-DDR5-16G,P1,1200,1079,89.98,BRIDGE,2026-03-11
L26040,22,D1Z-DDR5-16G,P1,1200,1106,92.21,EDGE_CHIP,2026-03-10
L26040,23,D1Z-DDR5-16G,P1,1200,1126,93.92,PARTICLE,2026-03-08
L26040,24,D1Z-DDR5-16G,P1,1200,1114,92.87,SCRATCH,2026-03-11
L26040,25,D1Z-DDR5-16G,P1,1200,1058,88.2,SCRATCH,2026-03-09
L26041,1,V8-NAND-1Tb,P2,1200,1188,99.05,PARTICLE,2026-03-07
L26041,2,V8-NAND-1Tb,P2,1200,1187,98.97,BRIDGE,2026-03-14
L26041,3,V8-NAND-1Tb,P2,1200,1152,96.04,EDGE_CHIP,2026-03-07
L26041,4,V8-NAND-1Tb,P2,1200,1174,97.87,MISALIGN,2026-03-05
L26041,5,V8-NAND-1Tb,P2,1200,1168,97.34,BRIDGE,2026-03-12
L26041,6,V8-NAND-1Tb,P2,1200,1180,98.36,PARTICLE,2026-03-10
L26041,7,V8-NAND-1Tb,P2,1200,1197,99.8,ETC,2026-03-08
L26041,8,V8-NAND-1Tb,P2,1200,1187,99.0,MISALIGN,2026-03-11
L26041,9,V8-NAND-1Tb,P2,1200,1154,96.18,OPEN,2026-03-12
L26041,10,V8-NAND-1Tb,P2,1200,1197,99.8,OPEN,2026-03-08
L26041,11,V8-NAND-1Tb,P2,1200,1180,98.34,BRIDGE,2026-03-12
L26041,12,V8-NAND-1Tb,P2,1200,1187,98.98,MISALIGN,2026-03-12
L26041,13,V8-NAND-1Tb,P2,1200,1185,98.82,BRIDGE,2026-03-12
L26041,14,V8-NAND-1Tb,P2,1200,1187,98.96,OPEN,2026-03-12
L26041,15,V8-NAND-1Tb,P2,1200,1177,98.16,PARTICLE,2026-03-14
L26041,16,V8-NAND-1Tb,P2,1200,1107,92.27,MISALIGN,2026-03-08
L26041,17,V8-NAND-1Tb,P2,1200,1177,98.15,PARTICLE,2026-03-07
L26041,18,V8-NAND-1Tb,P2,1200,1177,98.12,SCRATCH,2026-03-14
L26041,19,V8-NAND-1Tb,P2,1200,1197,99.8,BRIDGE,2026-03-11
L26041,20,V8-NAND-1Tb,P2,1200,1185,98.79,OPEN,2026-03-07
L26041,21,V8-NAND-1Tb,P2,1200,1197,99.8,BRIDGE,2026-03-09
L26041,22,V8-NAND-1Tb,P2,1200,1160,96.74,PARTICLE,2026-03-06
L26041,23,V8-NAND-1Tb,P2,1200,1135,94.61,SCRATCH,2026-03-12
L26041,24,V8-NAND-1Tb,P2,1200,1197,99.8,THIN_FILM,2026-03-12
L26041,25,V8-NAND-1Tb,P2,1200,1197,99.8,OPEN,2026-03-05
L26042,1,D1Z-DDR5-16G,P1,1200,1119,93.32,PARTICLE,2026-03-13
L26042,2,D1Z-DDR5-16G,P1,1200,1133,94.44,EDGE_CHIP,2026-03-08
