EQP_ID,ALARM_TIME,SEVERITY,MESSAGE,RECIPE,ACK_BY
ETC01,2026-03-03 09:58:48,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26064, STEP=ETCH, value=10.3 unit)",RCP_ETCH_01,
ETC01,2026-03-03 10:03:56,ERROR,"[E-1023] Chamber pressure high (LOT=L26119, STEP=CBCMP, value=5.87 unit)",RCP_CBCMP_01,E387678
ETC01,2026-03-03 10:12:17,ERROR,"[E-1023] Chamber pressure high (LOT=L26004, STEP=CBCMP, value=10.25 unit)",RCP_CBCMP_02,
PC01,2026-03-03 10:15:09,ERROR,"[E-1023] Chamber pressure high (LOT=L26112, STEP=PC, value=11.23 unit)",RCP_PC_04,E705426
CMP02,2026-03-03 10:18:35,ERROR,"[E-1023] Chamber pressure high (LOT=L26007, STEP=PHOTO, value=5.08 unit)",RCP_PHOTO_01,
PC01,2026-03-03 10:21:32,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26039, STEP=CBCMP, value=22.08 unit)",RCP_CBCMP_05,
PHO01,2026-03-03 10:39:28,ERROR,"[E-2011] RF power unstable (LOT=L26064, STEP=PC, value=10.77 unit)",RCP_PC_03,
ETC02,2026-03-03 11:06:20,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26030, STEP=RMG, value=22.92 unit)",RCP_RMG_05,
CMP02,2026-03-03 11:13:28,ERROR,"[E-1023] Chamber pressure high (LOT=L26008, STEP=RMG, value=23.87 unit)",RCP_RMG_02,E114464
CMP02,2026-03-03 11:23:18,ERROR,"[E-2011] RF power unstable (LOT=L26022, STEP=CBCMP, value=20.93 unit)",RCP_CBCMP_02,
ETC01,2026-03-03 11:57:28,WARN,"[W-3305] Slurry flow low (LOT=L26016, STEP=CBCMP, value=24.47 unit)",RCP_CBCMP_02,
ETC02,2026-03-03 12:10:01,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26091, STEP=PC, value=14.22 unit)",RCP_PC_02,E376171
CMP01,2026-03-03 12:23:45,WARN,"[W-3306] Pad temperature drift (LOT=L26082, STEP=PC, value=11.89 unit)",RCP_PC_04,
ETC01,2026-03-03 12:28:34,WARN,"[W-3306] Pad temperature drift (LOT=L26009, STEP=RMG, value=7.7 unit)",RCP_RMG_05,
CMP02,2026-03-03 12:37:29,ERROR,"[E-1023] Chamber pressure high (LOT=L26024, STEP=PC, value=21.88 unit)",RCP_PC_05,
CMP02,2026-03-03 12:42:09,WARN,"[W-3305] Slurry flow low (LOT=L26030, STEP=PC, value=24.03 unit)",RCP_PC_03,
ETC01,2026-03-03 12:58:15,WARN,"[W-3306] Pad temperature drift (LOT=L26038, STEP=PC, value=19.46 unit)",RCP_PC_01,
ETC01,2026-03-03 13:25:12,ERROR,"[E-1023] Chamber pressure high (LOT=L26102, STEP=PHOTO, value=12.12 unit)",RCP_PHOTO_03,E173126
CMP02,2026-03-03 13:37:28,ERROR,"[E-2011] RF power unstable (LOT=L26021, STEP=RMG, value=11.88 unit)",RCP_RMG_03,
ETC01,2026-03-03 13:39:25,ERROR,"[E-1023] Chamber pressure high (LOT=L26034, STEP=CBCMP, value=13.06 unit)",RCP_CBCMP_05,
ETC01,2026-03-03 13:58:48,INFO,"[I-5000] Recipe changed by operator (LOT=L26058, STEP=PHOTO, value=13.72 unit)",RCP_PHOTO_02,E260845
PHO01,2026-03-03 14:11:17,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26108, STEP=PC, value=24.49 unit)",RCP_PC_05,
PC01,2026-03-03 14:14:01,WARN,"[W-3306] Pad temperature drift (LOT=L26083, STEP=PHOTO, value=13.57 unit)",RCP_PHOTO_05,
CMP01,2026-03-03 14:18:08,WARN,"[W-3306] Pad temperature drift (LOT=L26014, STEP=ETCH, value=1.1 unit)",RCP_ETCH_01,
ETC01,2026-03-03 14:38:20,INFO,"[I-5000] Recipe changed by operator (LOT=L26037, STEP=PHOTO, value=3.33 unit)",RCP_PHOTO_03,
PC01,2026-03-03 15:03:04,INFO,"[I-5000] Recipe changed by operator (LOT=L26050, STEP=PHOTO, value=8.13 unit)",RCP_PHOTO_01,
PHO01,2026-03-03 15:03:48,WARN,"[W-3305] Slurry flow low (LOT=L26049, STEP=ETCH, value=16.32 unit)",RCP_ETCH_02,E208265
PHO01,2026-03-03 15:31:56,WARN,"[W-3306] Pad temperature drift (LOT=L26023, STEP=CBCMP, value=1.95 unit)",RCP_CBCMP_02,
PC01,2026-03-03 15:50:48,WARN,"[W-3305] Slurry flow low (LOT=L26119, STEP=RMG, value=18.73 unit)",RCP_RMG_04,
ETC01,2026-03-03 16:08:40,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26016, STEP=PHOTO, value=15.71 unit)",RCP_PHOTO_01,
PC01,2026-03-03 16:15:21,ERROR,"[E-1023] Chamber pressure high (LOT=L26067, STEP=RMG, value=11.25 unit)",RCP_RMG_03,E894663
CMP02,2026-03-03 16:17:04,WARN,"[W-3306] Pad temperature drift (LOT=L26076, STEP=RMG, value=24.84 unit)",RCP_RMG_01,
CMP02,2026-03-03 16:30:08,ERROR,"[E-2011] RF power unstable (LOT=L26045, STEP=CBCMP, value=20.08 unit)",RCP_CBCMP_03,
PC01,2026-03-03 16:33:00,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26117, STEP=PC, value=9.22 unit)",RCP_PC_03,
CMP02,2026-03-03 16:36:52,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26086, STEP=PC, value=1.86 unit)",RCP_PC_02,E314814
CMP02,2026-03-03 16:38:22,WARN,"[W-3306] Pad temperature drift (LOT=L26100, STEP=ETCH, value=13.69 unit)",RCP_ETCH_02,E529457
PC01,2026-03-03 16:52:56,ERROR,"[E-2011] RF power unstable (LOT=L26005, STEP=PC, value=14.13 unit)",RCP_PC_02,E322634
ETC02,2026-03-03 16:56:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26097, STEP=RMG, value=23.51 unit)",RCP_RMG_03,
CMP02,2026-03-03 17:21:38,WARN,"[W-3305] Slurry flow low (LOT=L26066, STEP=RMG, value=24.03 unit)",RCP_RMG_02,E997617
CMP02,2026-03-03 17:26:46,ERROR,"[E-1023] Chamber pressure high (LOT=L26113, STEP=CBCMP, value=22.68 unit)",RCP_CBCMP_02,
CMP01,2026-03-03 17:32:40,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26050, STEP=PHOTO, value=17.11 unit)",RCP_PHOTO_05,E642059
PHO01,2026-03-03 17:45:53,INFO,"[I-5000] Recipe changed by operator (LOT=L26053, STEP=PHOTO, value=0.91 unit)",RCP_PHOTO_03,
ETC02,2026-03-03 17:50:30,ERROR,"[E-2011] RF power unstable (LOT=L26112, STEP=ETCH, value=19.0 unit)",RCP_ETCH_03,
CMP01,2026-03-03 17:57:30,ERROR,"[E-1023] Chamber pressure high (LOT=L26112, STEP=PHOTO, value=16.93 unit)",RCP_PHOTO_02,
ETC01,2026-03-03 17:59:35,INFO,"[I-5000] Recipe changed by operator (LOT=L26088, STEP=PHOTO, value=24.96 unit)",RCP_PHOTO_02,
PC01,2026-03-03 18:22:46,ERROR,"[E-1023] Chamber pressure high (LOT=L26102, STEP=CBCMP, value=6.95 unit)",RCP_CBCMP_03,E649451
ETC01,2026-03-03 18:30:17,WARN,"[W-3306] Pad temperature drift (LOT=L26032, STEP=RMG, value=1.84 unit)",RCP_RMG_04,E720781
CMP01,2026-03-03 18:49:22,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26019, STEP=RMG, value=9.83 unit)",RCP_RMG_02,
PHO01,2026-03-03 18:58:38,WARN,"[W-3305] Slurry flow low (LOT=L26090, STEP=RMG, value=10.76 unit)",RCP_RMG_05,
CMP02,2026-03-03 19:00:18,WARN,"[W-3305] Slurry flow low (LOT=L26113, STEP=CBCMP, value=19.75 unit)",RCP_CBCMP_02,
CMP02,2026-03-03 19:04:53,WARN,"[W-3305] Slurry flow low (LOT=L26082, STEP=ETCH, value=7.12 unit)",RCP_ETCH_05,E585079
PC01,2026-03-03 19:07:54,WARN,"[W-3306] Pad temperature drift (LOT=L26087, STEP=ETCH, value=12.4 unit)",RCP_ETCH_05,E406712
PHO01,2026-03-03 19:24:32,WARN,"[W-3305] Slurry flow low (LOT=L26010, STEP=PHOTO, value=17.13 unit)",RCP_PHOTO_02,
ETC02,2026-03-03 19:24:51,ERROR,"[E-1023] Chamber pressure high (LOT=L26113, STEP=PC, value=1.31 unit)",RCP_PC_04,E105114
PC01,2026-03-03 19:53:55,ERROR,"[E-1023] Chamber pressure high (LOT=L26035, STEP=ETCH, value=5.45 unit)",RCP_ETCH_01,E406879
ETC02,2026-03-03 20:25:35,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26043, STEP=PHOTO, value=7.98 unit)",RCP_PHOTO_03,E736653
CMP02,2026-03-03 20:30:19,ERROR,"[E-1023] Chamber pressure high (LOT=L26001, STEP=CBCMP, value=1.08 unit)",RCP_CBCMP_01,
PHO01,2026-03-03 20:37:47,ERROR,"[E-2011] RF power unstable (LOT=L26070, STEP=RMG, value=2.89 unit)",RCP_RMG_04,E988127
ETC01,2026-03-03 20:50:26,ERROR,"[E-1023] Chamber pressure high (LOT=L26067, STEP=ETCH, value=22.28 unit)",RCP_ETCH_02,E533662
CMP02,2026-03-03 21:09:11,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26033, STEP=RMG, value=24.99 unit)",RCP_RMG_03,
PHO01,2026-03-03 21:23:19,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26098, STEP=ETCH, value=17.67 unit)",RCP_ETCH_03,E985799
CMP02,2026-03-03 21:27:16,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26080, STEP=ETCH, value=23.02 unit)",RCP_ETCH_01,
PHO01,2026-03-03 21:34:29,WARN,"[W-3306] Pad temperature drift (LOT=L26033, STEP=ETCH, value=24.98 unit)",RCP_ETCH_01,E888408
CMP02,2026-03-03 21:51:23,WARN,"[W-3305] Slurry flow low (LOT=L26032, STEP=ETCH, value=13.05 unit)",RCP_ETCH_01,E298914
ETC01,2026-03-03 22:07:10,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26068, STEP=ETCH, value=18.97 unit)",RCP_ETCH_05,
CMP01,2026-03-03 22:22:19,INFO,"[I-5000] Recipe changed by operator (LOT=L26027, STEP=ETCH, value=21.53 unit)",RCP_ETCH_01,
CMP01,2026-03-03 22:27:31,INFO,"[I-5000] Recipe changed by operator (LOT=L26019, STEP=RMG, value=9.44 unit)",RCP_RMG_04,E123807
CMP01,2026-03-03 22:32:46,ERROR,"[E-1023] Chamber pressure high (LOT=L26028, STEP=CBCMP, value=4.2 unit)",RCP_CBCMP_03,
PHO01,2026-03-03 22:58:13,ERROR,"[E-1023] Chamber pressure high (LOT=L26067, STEP=PC, value=8.41 unit)",RCP_PC_04,E667000
ETC01,2026-03-03 23:00:14,ERROR,"[E-1023] Chamber pressure high (LOT=L26019, STEP=CBCMP, value=16.41 unit)",RCP_CBCMP_05,E221764
PC01,2026-03-03 23:05:49,ERROR,"[E-1023] Chamber pressure high (LOT=L26085, STEP=PHOTO, value=20.21 unit)",RCP_PHOTO_01,
CMP01,2026-03-03 23:15:45,ERROR,"[E-1023] Chamber pressure high (LOT=L26014, STEP=ETCH, value=21.23 unit)",RCP_ETCH_05,
PC01,2026-03-03 23:56:46,INFO,"[I-5000] Recipe changed by operator (LOT=L26116, STEP=PC, value=6.82 unit)",RCP_PC_03,
ETC02,2026-03-04 00:04:08,WARN,"[W-3305] Slurry flow low (LOT=L26089, STEP=PHOTO, value=11.94 unit)",RCP_PHOTO_01,
ETC01,2026-03-04 00:19:41,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26014, STEP=CBCMP, value=8.37 unit)",RCP_CBCMP_04,
PHO01,2026-03-04 00:21:04,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26106, STEP=CBCMP, value=20.22 unit)",RCP_CBCMP_03,
PHO01,2026-03-04 00:24:09,ERROR,"[E-1023] Chamber pressure high (LOT=L26079, STEP=CBCMP, value=2.07 unit)",RCP_CBCMP_03,
PHO01,2026-03-04 00:29:12,ERROR,"[E-1023] Chamber pressure high (LOT=L26053, STEP=RMG, value=20.4 unit)",RCP_RMG_04,
ETC02,2026-03-04 00:47:47,ERROR,"[E-2011] RF power unstable (LOT=L26087, STEP=PHOTO, value=22.7 unit)",RCP_PHOTO_03,E985232
CMP01,2026-03-04 00:51:28,ERROR,"[E-2011] RF power unstable (LOT=L26072, STEP=CBCMP, value=14.19 unit)",RCP_CBCMP_01,
ETC02,2026-03-04 00:59:37,ERROR,"[E-2011] RF power unstable (LOT=L26096, STEP=PC, value=11.92 unit)",RCP_PC_04,
PHO01,2026-03-04 01:02:15,ERROR,"[E-2011] RF power unstable (LOT=L26024, STEP=RMG, value=13.85 unit)",RCP_RMG_01,E778338
CMP02,2026-03-04 01:02:23,ERROR,"[E-2011] RF power unstable (LOT=L26067, STEP=PC, value=21.86 unit)",RCP_PC_02,
PHO01,2026-03-04 01:06:34,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26054, STEP=RMG, value=18.57 unit)",RCP_RMG_02,
CMP02,2026-03-04 01:10:04,WARN,"[W-3306] Pad temperature drift (LOT=L26111, STEP=PHOTO, value=3.52 unit)",RCP_PHOTO_01,E610314
PHO01,2026-03-04 01:22:01,INFO,"[I-5000] Recipe changed by operator (LOT=L26012, STEP=PHOTO, value=11.59 unit)",RCP_PHOTO_04,
ETC01,2026-03-04 01:30:20,WARN,"[W-3305] Slurry flow low (LOT=L26034, STEP=PHOTO, value=5.65 unit)",RCP_PHOTO_02,E748828
ETC02,2026-03-04 01:37:09,ERROR,"[E-2011] RF power unstable (LOT=L26025, STEP=RMG, value=4.76 unit)",RCP_RMG_04,
PHO01,2026-03-04 01:57:44,INFO,"[I-5000] Recipe changed by operator (LOT=L26099, STEP=RMG, value=22.18 unit)",RCP_RMG_05,E842997
ETC01,2026-03-04 01:59:48,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26009, STEP=RMG, value=18.49 unit)",RCP_RMG_04,
PHO01,2026-03-04 02:23:33,ERROR,"[E-1023] Chamber pressure high (LOT=L26004, STEP=PHOTO, value=0.59 unit)",RCP_PHOTO_02,
PC01,2026-03-04 02:28:40,INFO,"[I-5000] Recipe changed by operator (LOT=L26067, STEP=PHOTO, value=17.31 unit)",RCP_PHOTO_01,
CMP01,2026-03-04 02:40:37,INFO,"[I-5000] Recipe changed by operator (LOT=L26114, STEP=ETCH, value=9.13 unit)",RCP_ETCH_01,
ETC02,2026-03-04 02:41:10,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26016, STEP=ETCH, value=6.04 unit)",RCP_ETCH_03,
CMP01,2026-03-04 02:46:42,WARN,"[W-3306] Pad temperature drift (LOT=L26000, STEP=RMG, value=1.44 unit)",RCP_RMG_05,E713019
PHO01,2026-03-04 03:03:15,INFO,"[I-5000] Recipe changed by operator (LOT=L26001, STEP=ETCH, value=6.82 unit)",RCP_ETCH_04,E100522
ETC02,2026-03-04 03:06:50,WARN,"[W-3306] Pad temperature drift (LOT=L26035, STEP=PC, value=11.66 unit)",RCP_PC_03,
CMP01,2026-03-04 03:10:16,ERROR,"[E-1023] Chamber pressure high (LOT=L26013, STEP=PC, value=17.69 unit)",RCP_PC_04,E635052
PHO01,2026-03-04 03:14:09,ERROR,"[E-1023] Chamber pressure high (LOT=L26000, STEP=ETCH, value=23.54 unit)",RCP_ETCH_04,
ETC02,2026-03-04 03:19:35,WARN,"[W-3305] Slurry flow low (LOT=L26110, STEP=CBCMP, value=8.6 unit)",RCP_CBCMP_03,E358262
ETC01,2026-03-04 03:27:49,INFO,"[I-5000] Recipe changed by operator (LOT=L26016, STEP=PC, value=6.69 unit)",RCP_PC_02,E703932
ETC01,2026-03-04 03:35:17,WARN,"[W-3305] Slurry flow low (LOT=L26103, STEP=CBCMP, value=10.01 unit)",RCP_CBCMP_05,
ETC01,2026-03-04 03:36:31,WARN,"[W-3306] Pad temperature drift (LOT=L26038, STEP=PC, value=17.38 unit)",RCP_PC_01,
ETC01,2026-03-04 03:53:41,ERROR,"[E-1023] Chamber pressure high (LOT=L26043, STEP=PC, value=4.2 unit)",RCP_PC_04,
PHO01,2026-03-04 03:54:18,ERROR,"[E-2011] RF power unstable (LOT=L26103, STEP=RMG, value=7.63 unit)",RCP_RMG_03,
ETC02,2026-03-04 03:58:58,WARN,"[W-3306] Pad temperature drift (LOT=L26028, STEP=ETCH, value=11.84 unit)",RCP_ETCH_04,E237644
CMP02,2026-03-04 04:00:02,INFO,"[I-5000] Recipe changed by operator (LOT=L26074, STEP=PC, value=12.58 unit)",RCP_PC_02,
CMP01,2026-03-04 04:11:56,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26063, STEP=CBCMP, value=4.47 unit)",RCP_CBCMP_02,
CMP01,2026-03-04 04:41:37,WARN,"[W-3306] Pad temperature drift (LOT=L26045, STEP=RMG, value=5.43 unit)",RCP_RMG_01,
CMP01,2026-03-04 04:48:15,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26013, STEP=PC, value=24.69 unit)",RCP_PC_01,
ETC01,2026-03-04 04:49:19,WARN,"[W-3305] Slurry flow low (LOT=L26107, STEP=CBCMP, value=10.85 unit)",RCP_CBCMP_05,E147021
CMP01,2026-03-04 04:50:53,ERROR,"[E-2011] RF power unstable (LOT=L26013, STEP=PHOTO, value=21.7 unit)",RCP_PHOTO_04,E427099
ETC02,2026-03-04 04:55:42,ERROR,"[E-2011] RF power unstable (LOT=L26100, STEP=PHOTO, value=15.9 unit)",RCP_PHOTO_04,
CMP02,2026-03-04 05:05:28,INFO,"[I-5000] Recipe changed by operator (LOT=L26087, STEP=PC, value=17.79 unit)",RCP_PC_01,
ETC01,2026-03-04 05:10:50,INFO,"[I-5000] Recipe changed by operator (LOT=L26099, STEP=CBCMP, value=8.64 unit)",RCP_CBCMP_03,E801212
PHO01,2026-03-04 05:24:33,ERROR,"[E-2011] RF power unstable (LOT=L26108, STEP=ETCH, value=23.31 unit)",RCP_ETCH_01,
CMP02,2026-03-04 05:40:56,WARN,"[W-3306] Pad temperature drift (LOT=L26022, STEP=RMG, value=12.91 unit)",RCP_RMG_02,
ETC02,2026-03-04 05:44:38,ERROR,"[E-1023] Chamber pressure high (LOT=L26024, STEP=RMG, value=3.78 unit)",RCP_RMG_03,E680642
ETC02,2026-03-04 05:52:24,WARN,"[W-3305] Slurry flow low (LOT=L26034, STEP=PC, value=21.81 unit)",RCP_PC_02,E581377
ETC01,2026-03-04 06:13:59,ERROR,"[E-2011] RF power unstable (LOT=L26012, STEP=PHOTO, value=8.23 unit)",RCP_PHOTO_01,E298388
CMP01,2026-03-04 06:15:28,WARN,"[W-3306] Pad temperature drift (LOT=L26049, STEP=PHOTO, value=1.68 unit)",RCP_PHOTO_02,E218224
CMP01,2026-03-04 06:25:18,ERROR,"[E-1023] Chamber pressure high (LOT=L26053, STEP=PHOTO, value=7.95 unit)",RCP_PHOTO_04,E356616
ETC01,2026-03-04 06:33:50,ERROR,"[E-2011] RF power unstable (LOT=L26106, STEP=PC, value=13.81 unit)",RCP_PC_03,
ETC01,2026-03-04 06:51:05,WARN,"[W-3305] Slurry flow low (LOT=L26099, STEP=PHOTO, value=6.97 unit)",RCP_PHOTO_02,
ETC02,2026-03-04 07:14:29,ERROR,"[E-2011] RF power unstable (LOT=L26047, STEP=PC, value=13.44 unit)",RCP_PC_05,E807084
ETC02,2026-03-04 07:16:02,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26102, STEP=CBCMP, value=5.63 unit)",RCP_CBCMP_03,
PHO01,2026-03-04 07:54:03,ERROR,"[E-1023] Chamber pressure high (LOT=L26099, STEP=RMG, value=17.37 unit)",RCP_RMG_01,E302362
ETC01,2026-03-04 07:58:53,ERROR,"[E-1023] Chamber pressure high (LOT=L26009, STEP=PC, value=7.84 unit)",RCP_PC_04,
CMP01,2026-03-04 08:29:45,ERROR,"[E-2011] RF power unstable (LOT=L26070, STEP=PC, value=10.35 unit)",RCP_PC_02,E361175
ETC01,2026-03-04 08:53:15,WARN,"[W-3306] Pad temperature drift (LOT=L26032, STEP=PC, value=22.14 unit)",RCP_PC_04,E764986
CMP01,2026-03-04 09:03:02,ERROR,"[E-2011] RF power unstable (LOT=L26113, STEP=CBCMP, value=5.1 unit)",RCP_CBCMP_01,
PC01,2026-03-04 09:11:10,ERROR,"[E-1023] Chamber pressure high (LOT=L26039, STEP=PC, value=20.78 unit)",RCP_PC_04,E582285
ETC02,2026-03-04 09:11:35,ERROR,"[E-2011] RF power unstable (LOT=L26045, STEP=PHOTO, value=6.22 unit)",RCP_PHOTO_02,
CMP01,2026-03-04 09:16:23,ERROR,"[E-2011] RF power unstable (LOT=L26086, STEP=ETCH, value=13.02 unit)",RCP_ETCH_01,
ETC02,2026-03-04 09:22:54,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26023, STEP=PHOTO, value=2.52 unit)",RCP_PHOTO_01,E318461
CMP02,2026-03-04 09:24:57,ERROR,"[E-2011] RF power unstable (LOT=L26076, STEP=CBCMP, value=6.26 unit)",RCP_CBCMP_01,E219457
ETC02,2026-03-04 09:25:36,INFO,"[I-5000] Recipe changed by operator (LOT=L26089, STEP=PHOTO, value=14.92 unit)",RCP_PHOTO_02,
ETC02,2026-03-04 09:53:31,WARN,"[W-3305] Slurry flow low (LOT=L26006, STEP=PHOTO, value=7.31 unit)",RCP_PHOTO_05,
PHO01,2026-03-04 09:54:14,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26081, STEP=CBCMP, value=8.82 unit)",RCP_CBCMP_05,
ETC02,2026-03-04 09:55:37,INFO,"[I-5000] Recipe changed by operator (LOT=L26082, STEP=CBCMP, value=8.23 unit)",RCP_CBCMP_01,E906032
PHO01,2026-03-04 09:59:46,INFO,"[I-5000] Recipe changed by operator (LOT=L26014, STEP=ETCH, value=10.19 unit)",RCP_ETCH_05,
CMP02,2026-03-04 10:43:56,ERROR,"[E-2011] RF power unstable (LOT=L26023, STEP=PHOTO, value=8.99 unit)",RCP_PHOTO_02,E844691
ETC01,2026-03-04 10:51:30,WARN,"[W-3306] Pad temperature drift (LOT=L26105, STEP=CBCMP, value=8.17 unit)",RCP_CBCMP_05,
ETC01,2026-03-04 11:01:06,INFO,"[I-5000] Recipe changed by operator (LOT=L26072, STEP=RMG, value=16.1 unit)",RCP_RMG_03,
PC01,2026-03-04 11:05:11,INFO,"[I-5000] Recipe changed by operator (LOT=L26022, STEP=RMG, value=21.55 unit)",RCP_RMG_02,
PC01,2026-03-04 11:16:29,WARN,"[W-3306] Pad temperature drift (LOT=L26058, STEP=CBCMP, value=6.52 unit)",RCP_CBCMP_03,E517413
PHO01,2026-03-04 11:18:24,ERROR,"[E-1023] Chamber pressure high (LOT=L26109, STEP=ETCH, value=15.76 unit)",RCP_ETCH_03,
PHO01,2026-03-04 11:21:23,WARN,"[W-3305] Slurry flow low (LOT=L26024, STEP=PC, value=10.07 unit)",RCP_PC_05,
PC01,2026-03-04 11:24:30,WARN,"[W-3306] Pad temperature drift (LOT=L26047, STEP=CBCMP, value=3.68 unit)",RCP_CBCMP_02,
PC01,2026-03-04 11:30:47,WARN,"[W-3305] Slurry flow low (LOT=L26118, STEP=ETCH, value=18.42 unit)",RCP_ETCH_03,
CMP02,2026-03-04 11:40:57,WARN,"[W-3305] Slurry flow low (LOT=L26040, STEP=PC, value=20.35 unit)",RCP_PC_01,
PC01,2026-03-04 12:02:01,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26006, STEP=RMG, value=2.09 unit)",RCP_RMG_02,
CMP02,2026-03-04 12:22:43,ERROR,"[E-2011] RF power unstable (LOT=L26046, STEP=PHOTO, value=19.38 unit)",RCP_PHOTO_01,
CMP01,2026-03-04 12:32:44,ERROR,"[E-1023] Chamber pressure high (LOT=L26011, STEP=PHOTO, value=16.88 unit)",RCP_PHOTO_03,E886740
PHO01,2026-03-04 12:41:03,INFO,"[I-5000] Recipe changed by operator (LOT=L26079, STEP=PC, value=23.59 unit)",RCP_PC_04,E951149
PC01,2026-03-04 12:42:41,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26011, STEP=ETCH, value=1.78 unit)",RCP_ETCH_04,
PC01,2026-03-04 12:45:40,ERROR,"[E-1023] Chamber pressure high (LOT=L26013, STEP=ETCH, value=16.47 unit)",RCP_ETCH_04,
ETC01,2026-03-04 12:56:12,ERROR,"[E-1023] Chamber pressure high (LOT=L26018, STEP=ETCH, value=24.81 unit)",RCP_ETCH_02,
CMP01,2026-03-04 13:16:34,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26069, STEP=PC, value=6.63 unit)",RCP_PC_04,E104687
CMP02,2026-03-04 13:33:28,ERROR,"[E-1023] Chamber pressure high (LOT=L26075, STEP=ETCH, value=22.91 unit)",RCP_ETCH_03,
CMP01,2026-03-04 13:51:06,INFO,"[I-5000] Recipe changed by operator (LOT=L26073, STEP=ETCH, value=8.76 unit)",RCP_ETCH_03,E371172
ETC01,2026-03-04 13:59:27,ERROR,"[E-2011] RF power unstable (LOT=L26032, STEP=RMG, value=14.41 unit)",RCP_RMG_02,
ETC01,2026-03-04 14:32:48,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26112, STEP=RMG, value=3.64 unit)",RCP_RMG_05,E885414
ETC02,2026-03-04 14:33:11,WARN,"[W-3305] Slurry flow low (LOT=L26057, STEP=PHOTO, value=23.75 unit)",RCP_PHOTO_02,
PC01,2026-03-04 14:43:10,WARN,"[W-3306] Pad temperature drift (LOT=L26006, STEP=RMG, value=5.72 unit)",RCP_RMG_04,
ETC02,2026-03-04 14:57:12,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26045, STEP=ETCH, value=2.02 unit)",RCP_ETCH_05,
CMP01,2026-03-04 15:12:31,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26057, STEP=ETCH, value=18.91 unit)",RCP_ETCH_02,
PHO01,2026-03-04 15:46:53,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26093, STEP=CBCMP, value=4.7 unit)",RCP_CBCMP_01,
CMP01,2026-03-04 16:08:22,WARN,"[W-3305] Slurry flow low (LOT=L26107, STEP=PHOTO, value=4.8 unit)",RCP_PHOTO_05,
ETC01,2026-03-04 16:40:15,ERROR,"[E-1023] Chamber pressure high (LOT=L26025, STEP=PC, value=13.49 unit)",RCP_PC_05,E325437
PHO01,2026-03-04 16:49:19,WARN,"[W-3306] Pad temperature drift (LOT=L26029, STEP=ETCH, value=21.12 unit)",RCP_ETCH_03,
CMP02,2026-03-04 16:54:19,ERROR,"[E-2011] RF power unstable (LOT=L26060, STEP=RMG, value=15.09 unit)",RCP_RMG_04,
ETC01,2026-03-04 16:56:18,ERROR,"[E-2011] RF power unstable (LOT=L26069, STEP=ETCH, value=11.43 unit)",RCP_ETCH_05,E648014
PHO01,2026-03-04 17:24:51,WARN,"[W-3305] Slurry flow low (LOT=L26097, STEP=PC, value=8.5 unit)",RCP_PC_01,E475401
CMP02,2026-03-04 17:29:24,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26013, STEP=PHOTO, value=22.19 unit)",RCP_PHOTO_04,
PHO01,2026-03-04 17:32:04,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26023, STEP=ETCH, value=14.77 unit)",RCP_ETCH_01,E789023
CMP02,2026-03-04 17:35:48,INFO,"[I-5000] Recipe changed by operator (LOT=L26061, STEP=ETCH, value=16.14 unit)",RCP_ETCH_01,
CMP01,2026-03-04 18:01:03,ERROR,"[E-2011] RF power unstable (LOT=L26013, STEP=PC, value=8.24 unit)",RCP_PC_03,
