TIMESTAMP,EQP_ID,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020
2026-03-08 20:30:00,ETC01,58.702,44.694,49.416,46.698,49.181,48.019,47.941,46.781,62.359,50.959,,49.1,54.604,43.674,52.254,51.458,44.714,38.626,42.936,48.736
2026-03-08 21:00:00,ETC01,58.727,44.73,49.427,46.64,49.285,47.901,47.919,46.791,62.388,50.903,45.431,49.12,54.638,43.659,52.326,51.464,44.657,38.761,42.908,48.75
2026-03-08 21:30:00,ETC01,58.789,44.781,49.442,46.634,49.264,47.916,48.002,46.818,62.357,50.973,45.422,49.063,54.624,43.683,52.429,51.422,44.632,38.732,43.018,48.743
2026-03-08 22:00:00,ETC01,58.772,44.707,49.434,46.675,49.331,47.847,48.075,46.807,62.324,51.05,45.413,49.064,54.555,43.638,52.56,51.356,44.707,38.68,43.048,48.875
2026-03-08 22:30:00,ETC01,58.839,44.757,49.417,46.755,49.356,47.81,48.021,46.873,62.338,51.053,45.451,49.095,54.63,43.586,52.492,51.397,44.728,38.712,43.119,48.872
2026-03-08 23:00:00,ETC01,58.805,44.63,49.416,46.62,49.386,47.824,48.113,46.787,62.368,51.044,,49.133,54.7,43.573,52.369,51.464,44.705,38.616,43.189,48.839
2026-03-08 23:30:00,ETC01,58.848,44.721,49.448,46.606,49.43,47.743,48.055,46.891,62.294,51.14,45.424,49.208,54.712,43.621,52.411,51.482,,38.59,43.16,48.801
2026-03-09 00:00:00,ETC01,58.733,44.77,49.455,46.606,49.418,47.679,48.012,46.936,62.255,51.19,45.367,49.28,54.764,43.531,52.323,51.483,44.486,38.594,43.063,48.81
2026-03-09 00:30:00,ETC01,58.685,44.644,49.46,46.664,49.434,47.607,47.963,46.955,62.202,51.232,45.387,49.261,54.785,43.504,52.296,51.518,44.543,38.657,43.126,48.8
2026-03-09 01:00:00,ETC01,58.647,44.688,49.541,46.719,49.294,47.645,47.888,47.068,62.219,51.144,45.4,49.364,54.698,43.422,52.382,51.618,44.555,38.761,43.186,48.783
2026-03-09 01:30:00,ETC01,58.83,44.626,49.667,46.79,49.248,47.71,47.821,46.988,62.242,51.169,45.482,49.337,54.687,43.477,52.317,51.624,44.612,38.768,43.139,48.644
2026-03-09 02:00:00,ETC01,58.75,44.597,49.606,46.864,49.2,47.748,47.805,47.032,62.188,51.188,45.467,49.347,54.691,43.433,52.412,51.662,44.602,38.771,43.109,48.624
2026-03-09 02:30:00,ETC01,58.754,44.586,49.708,46.965,49.237,47.723,47.894,46.948,62.251,51.132,45.408,49.316,54.763,43.498,52.447,51.785,44.632,38.828,43.067,48.65
2026-03-09 03:00:00,ETC01,58.879,44.522,49.699,47.008,49.217,47.654,47.896,47.02,62.307,51.093,45.398,49.402,54.827,43.498,52.445,51.806,44.657,38.933,43.166,48.7
2026-03-09 03:30:00,ETC01,58.946,44.39,49.645,46.955,49.261,47.772,47.884,46.938,62.259,51.114,45.343,49.472,54.691,43.535,52.425,51.794,44.655,38.91,43.169,48.672
2026-03-09 04:00:00,ETC01,58.981,44.447,49.672,47.005,49.303,47.852,47.935,46.96,62.23,51.026,45.369,49.567,54.666,43.557,52.354,51.794,,38.928,43.049,48.592
2026-03-09 04:30:00,ETC01,58.952,44.438,49.709,46.981,49.4,47.813,47.936,46.985,62.176,51.076,45.312,49.549,54.664,43.492,52.308,51.824,44.708,38.869,42.988,48.531
2026-03-09 05:00:00,ETC01,58.979,44.419,49.628,47.024,49.274,47.756,47.911,47.022,62.186,51.061,45.372,49.597,54.556,43.392,52.346,51.785,44.815,38.826,42.919,48.542
2026-03-09 05:30:00,ETC01,58.957,44.396,49.66,47.075,49.174,47.728,47.776,47.038,62.184,51.142,45.217,49.512,54.547,43.295,52.357,51.84,44.786,38.844,42.917,48.547
2026-03-02 06:00:00,ETC02,54.68,42.722,50.747,48.655,58.596,55.343,51.441,49.325,44.542,53.975,45.105,51.105,50.697,56.202,56.403,49.952,52.614,50.788,51.532,58.762
2026-03-02 06:30:00,ETC02,54.666,42.706,50.796,48.594,,55.377,51.37,49.292,44.452,53.99,45.086,50.952,50.679,56.2,56.381,49.864,52.622,50.747,51.544,58.882
2026-03-02 07:00:00,ETC02,54.657,,50.656,48.605,58.547,55.466,51.255,49.293,44.608,53.937,44.98,50.942,50.657,56.259,56.445,49.853,52.661,50.84,,58.817
2026-03-02 07:30:00,ETC02,54.671,42.829,50.679,48.647,58.571,55.415,51.168,49.229,44.587,53.946,45.028,50.994,50.654,56.318,56.417,49.876,52.682,50.858,51.661,58.688
2026-03-02 08:00:00,ETC02,54.663,42.794,50.628,48.696,58.523,55.385,51.144,49.289,44.584,53.855,45.054,50.977,50.659,56.339,56.345,49.755,52.647,50.85,51.618,58.652
2026-03-02 08:30:00,ETC02,54.673,42.85,50.604,48.727,58.555,55.418,51.153,49.303,44.52,53.859,44.929,51.026,50.729,56.326,56.427,49.682,52.597,50.84,51.627,58.659
2026-03-02 09:00:00,ETC02,54.712,42.916,50.553,48.696,58.503,55.291,51.078,49.413,44.538,53.748,44.958,50.905,50.737,56.466,56.415,49.642,52.649,50.806,51.724,58.623
2026-03-02 09:30:00,ETC02,54.681,42.911,50.567,48.646,58.608,55.361,51.046,49.406,44.449,53.854,45.054,50.811,50.795,56.46,56.385,49.663,52.697,50.839,51.828,58.657
2026-03-02 10:00:00,ETC02,54.714,42.89,50.554,48.711,58.621,55.382,51.153,49.369,44.52,53.783,45.102,50.8,50.777,56.478,56.309,49.644,52.643,50.893,51.828,58.625
2026-03-02 10:30:00,ETC02,54.769,42.957,50.575,48.816,58.641,55.419,51.139,49.36,44.516,53.773,45.113,50.721,50.799,56.413,56.452,49.698,52.663,50.89,51.746,58.74
2026-03-02 11:00:00,ETC02,54.874,42.917,50.505,48.861,58.737,55.394,51.267,49.313,44.388,53.797,45.099,50.711,50.751,56.344,56.406,49.762,52.689,50.888,51.782,58.675
2026-03-02 11:30:00,ETC02,54.943,42.884,50.429,48.885,58.637,55.397,51.185,49.292,44.412,53.789,45.164,50.621,50.708,56.33,56.485,49.623,52.691,50.824,51.788,58.629
2026-03-02 12:00:00,ETC02,54.882,42.94,50.412,48.932,58.637,55.447,51.154,49.266,44.441,53.875,45.139,50.712,50.733,56.321,56.509,49.58,52.525,50.846,51.765,58.781
2026-03-02 12:30:00,ETC02,54.988,42.993,50.338,49.021,58.69,55.553,51.232,49.174,44.381,53.801,45.037,50.602,50.726,56.341,56.452,49.5,52.586,50.822,51.866,58.811
2026-03-02 13:00:00,ETC02,54.975,43.018,50.313,49.079,58.703,55.524,51.158,49.151,44.369,53.803,45.116,50.613,50.703,56.368,56.433,49.534,52.578,50.823,52.037,58.935
2026-03-02 13:30:00,ETC02,55.009,43.046,50.294,49.08,58.691,55.545,51.214,49.175,44.249,53.76,45.212,50.616,50.728,56.414,56.448,49.58,52.565,50.883,52.098,58.897
2026-03-02 14:00:00,ETC02,55.078,43.057,50.373,49.224,58.731,55.625,51.223,49.232,44.325,53.568,45.295,50.636,50.676,,56.428,49.559,52.523,50.941,52.091,
2026-03-02 14:30:00,ETC02,55.104,43.071,50.37,49.198,58.717,55.58,51.232,49.174,44.344,53.479,45.237,50.708,50.682,56.296,56.515,49.594,52.686,50.946,52.011,58.916
2026-03-02 15:00:00,ETC02,55.156,42.953,50.291,49.219,58.569,55.553,51.188,49.264,44.301,53.468,45.238,50.793,50.719,56.347,56.523,49.624,52.659,51.0,51.991,58.869
2026-03-02 15:30:00,ETC02,55.211,43.004,50.348,49.204,58.585,55.586,51.171,49.348,44.364,53.526,45.258,50.859,50.672,56.323,56.525,,52.705,50.947,52.018,58.88
2026-03-02 16:00:00,ETC02,55.269,42.984,50.348,49.275,58.496,55.476,51.162,49.416,44.301,53.507,45.221,50.846,50.678,56.261,56.527,49.739,52.647,50.888,52.121,58.772
2026-03-02 16:30:00,ETC02,55.277,42.936,50.247,49.254,58.497,55.491,51.032,49.518,44.31,53.529,45.262,50.776,50.577,56.333,56.491,49.749,52.628,51.018,52.145,58.643
2026-03-02 17:00:00,ETC02,,42.819,50.233,49.233,58.573,55.524,51.072,49.451,44.336,53.678,45.242,50.772,50.553,56.37,56.405,49.747,52.636,51.003,52.164,58.573
2026-03-02 17:30:00,ETC02,55.238,42.836,50.178,49.267,58.592,55.522,51.112,49.466,44.304,53.64,45.265,50.637,50.519,56.424,56.423,49.701,52.731,51.061,52.124,58.539
2026-03-02 18:00:00,ETC02,55.289,42.796,50.21,49.281,58.459,55.558,51.061,49.526,44.348,53.574,45.259,50.627,50.496,56.448,56.528,49.782,52.742,50.954,52.097,58.56
2026-03-02 18:30:00,ETC02,55.428,42.848,50.124,49.231,58.485,55.606,51.046,49.491,44.288,53.611,45.325,50.6,50.483,56.509,56.555,49.757,52.809,50.905,52.069,58.57
2026-03-02 19:00:00,ETC02,55.426,42.801,50.158,49.24,58.559,55.615,50.943,49.469,44.277,53.54,45.346,50.595,50.556,56.488,56.534,49.743,52.76,50.865,52.163,58.603
2026-03-02 19:30:00,ETC02,55.476,42.862,50.252,49.226,58.542,55.646,50.94,49.502,44.443,53.539,45.283,50.621,50.604,56.414,56.568,49.724,52.831,50.885,52.041,58.677
2026-03-02 20:00:00,ETC02,55.362,42.851,50.35,49.15,58.502,55.624,50.933,49.528,44.426,53.516,45.356,50.649,50.526,56.427,56.599,49.766,52.836,50.956,52.025,58.712
2026-03-02 20:30:00,ETC02,55.292,42.911,50.389,49.119,58.474,55.658,50.88,49.444,44.413,53.569,45.311,50.647,50.538,56.458,56.594,49.642,52.669,50.955,52.076,58.719
2026-03-02 21:00:00,ETC02,55.305,42.935,50.333,,58.463,55.628,50.839,49.396,44.478,53.56,45.25,50.573,50.578,56.48,56.631,49.61,52.683,50.894,52.14,58.634
2026-03-02 21:30:00,ETC02,55.277,42.949,50.21,49.232,58.421,55.641,50.736,49.466,44.496,53.445,45.299,50.604,50.601,56.492,56.687,49.622,52.597,50.878,52.211,58.725
2026-03-02 22:00:00,ETC02,55.208,42.95,50.061,49.285,58.428,55.649,50.696,49.435,44.487,53.47,45.337,50.548,50.583,56.501,56.628,49.674,52.701,50.829,52.152,58.715
2026-03-02 22:30:00,ETC02,55.181,42.907,50.059,49.289,58.378,55.683,50.735,49.491,44.409,53.573,45.417,50.587,50.541,56.49,56.66,49.701,52.632,50.899,52.091,58.694
2026-03-02 23:00:00,ETC02,55.187,42.977,49.971,49.347,58.299,55.626,50.753,49.507,44.404,53.57,45.363,50.615,50.568,56.483,56.673,49.652,52.57,50.833,52.036,58.688
2026-03-02 23:30:00,ETC02,55.09,42.947,49.921,49.416,58.235,55.554,50.724,49.451,44.376,53.58,,50.531,50.505,56.555,56.637,49.722,52.572,50.772,52.058,58.736
2026-03-03 00:00:00,ETC02,55.059,42.956,49.986,49.553,58.204,55.463,50.678,49.514,44.417,53.65,45.425,50.457,50.603,56.556,56.625,49.775,52.549,50.787,52.125,58.67
2026-03-03 00:30:00,ETC02,54.98,42.854,50.061,49.654,58.228,55.386,50.723,49.645,44.437,53.677,45.383,50.557,50.7,56.585,56.645,49.81,52.558,50.849,52.216,58.772
2026-03-03 01:00:00,ETC02,54.991,42.871,49.99,49.725,58.279,55.344,50.669,49.771,44.474,53.662,45.284,50.707,50.723,56.585,56.612,49.805,52.549,50.872,52.269,58.695
2026-03-03 01:30:00,ETC02,55.006,42.848,50.103,49.633,58.339,55.352,50.7,49.734,44.506,53.553,45.343,50.654,50.551,56.536,56.597,49.839,,50.861,52.369,58.653
2026-03-03 02:00:00,ETC02,55.107,42.718,50.059,49.55,58.306,55.449,50.665,49.649,44.408,53.446,45.341,50.709,50.484,56.561,56.525,49.839,52.613,50.959,52.337,58.697
2026-03-03 02:30:00,ETC02,55.105,42.743,50.101,49.54,58.2,55.351,50.775,49.615,44.334,53.384,45.465,50.647,50.399,56.699,56.599,49.906,52.606,50.922,52.307,58.68
2026-03-03 03:00:00,ETC02,55.045,42.74,50.131,49.525,58.24,55.309,50.762,49.67,44.253,53.328,45.375,50.695,50.397,56.825,56.652,49.931,52.538,50.971,52.378,58.673
2026-03-03 03:30:00,ETC02,55.078,42.782,50.096,49.512,58.238,55.375,50.766,49.734,44.277,53.325,45.431,50.628,50.429,56.838,56.779,49.991,52.555,50.924,52.45,58.575
2026-03-03 04:00:00,ETC02,55.011,42.795,50.016,49.597,58.192,55.398,50.757,49.936,44.3,53.354,45.419,50.674,50.436,56.806,56.742,49.923,52.6,50.904,52.403,58.595
2026-03-03 04:30:00,ETC02,55.052,42.748,50.029,49.635,58.173,55.389,50.647,49.92,44.157,53.393,45.511,50.777,50.381,56.833,56.85,49.839,52.606,50.975,52.405,58.605
2026-03-03 05:00:00,ETC02,55.06,42.708,50.008,49.704,58.205,55.411,50.669,49.854,44.079,53.445,45.449,50.725,50.397,56.87,56.907,49.927,52.565,50.965,52.315,58.613
2026-03-03 05:30:00,ETC02,54.98,42.734,50.029,49.707,58.154,55.444,50.667,49.825,44.091,53.428,45.493,50.688,50.411,56.906,56.872,49.982,52.569,51.103,52.276,58.612
2026-03-03 06:00:00,ETC02,54.964,42.655,50.045,49.704,58.122,55.45,50.755,49.823,43.972,53.419,45.538,50.766,50.52,56.965,56.83,49.979,52.445,51.132,52.225,58.605
2026-03-03 06:30:00,ETC02,54.99,42.651,50.096,49.612,58.119,55.417,50.778,49.819,43.998,53.407,45.668,50.673,50.502,56.858,56.901,49.95,52.474,51.09,52.203,58.658
2026-03-03 07:00:00,ETC02,54.993,42.791,50.076,49.741,58.152,55.482,50.767,49.927,43.933,53.435,45.603,50.6,50.411,56.894,56.765,49.952,52.539,51.04,52.207,58.679
2026-03-03 07:30:00,ETC02,54.902,42.716,50.072,49.667,58.14,55.462,50.79,49.875,43.939,53.602,45.598,50.56,50.466,56.928,56.838,49.838,52.644,51.044,52.164,58.756
2026-03-03 08:00:00,ETC02,54.802,42.606,50.02,49.802,58.089,55.466,50.781,49.823,43.855,53.638,45.579,50.53,50.512,56.891,56.816,49.846,52.707,50.983,52.079,58.659
2026-03-03 08:30:00,ETC02,54.782,42.51,49.947,49.706,58.074,55.427,50.721,49.81,43.784,53.514,45.562,50.524,50.609,56.95,56.761,49.842,52.642,50.929,52.064,58.513
2026-03-03 09:00:00,ETC02,54.747,42.477,49.997,49.807,58.165,55.453,50.721,49.838,43.874,53.557,45.638,50.522,50.677,56.91,56.709,49.886,52.63,50.985,52.0,58.47
2026-03-03 09:30:00,ETC02,54.685,42.372,50.087,49.807,58.111,55.585,50.762,49.825,43.841,53.551,45.644,50.496,50.592,56.951,56.743,49.847,52.646,51.016,52.065,58.402
2026-03-03 10:00:00,ETC02,54.651,42.331,50.135,49.745,58.151,55.604,50.647,49.823,43.875,53.582,45.535,50.482,50.734,56.87,56.669,49.842,52.675,51.022,52.075,58.486
2026-03-03 10:30:00,ETC02,54.735,42.355,50.032,49.763,58.158,55.584,50.513,49.912,43.847,53.616,45.537,50.445,50.647,56.843,56.643,49.725,52.637,50.938,51.974,58.554
2026-03-03 11:00:00,ETC02,54.671,42.377,49.998,49.84,58.16,55.616,50.59,49.972,43.818,53.603,45.506,50.352,50.505,56.856,56.623,49.763,52.627,51.126,51.972,58.529
2026-03-03 11:30:00,ETC02,54.639,42.352,49.956,49.876,58.188,55.637,50.593,49.989,43.799,53.571,45.369,50.264,50.509,56.825,56.629,49.749,52.629,51.11,51.915,58.626
2026-03-03 12:00:00,ETC02,54.566,42.298,49.888,49.839,58.199,55.612,50.505,49.942,43.844,53.487,45.352,50.154,50.571,56.864,56.721,49.781,52.615,51.052,51.974,58.616
2026-03-03 12:30:00,ETC02,54.485,42.364,49.951,49.883,58.26,55.615,50.469,49.989,43.891,53.488,45.403,50.107,50.542,56.8,56.722,49.844,52.663,51.079,51.898,58.628
2026-03-03 13:00:00,ETC02,54.595,42.281,49.907,49.886,58.324,55.629,50.45,49.971,43.853,53.475,45.476,50.074,,56.732,56.71,49.743,52.773,51.151,51.944,58.574
2026-03-03 13:30:00,ETC02,54.657,42.284,49.995,49.881,58.361,55.652,50.37,49.979,43.807,53.524,45.548,50.18,50.51,56.705,56.743,49.828,52.799,51.191,52.039,58.541
2026-03-03 14:00:00,ETC02,54.647,42.263,50.02,49.995,58.329,55.753,50.323,49.882,43.746,53.652,45.67,50.085,50.569,56.685,56.704,49.749,52.727,51.172,52.016,58.51
2026-03-03 14:30:00,ETC02,54.594,42.252,49.953,49.859,58.35,55.779,50.405,49.83,43.78,53.702,45.659,50.055,50.605,56.767,56.623,49.713,52.752,51.217,52.018,58.547
2026-03-03 15:00:00,ETC02,54.602,42.313,50.052,49.851,58.29,55.787,50.539,49.801,43.798,53.603,45.643,50.075,,56.771,56.725,49.724,52.709,,52.054,58.556
2026-03-03 15:30:00,ETC02,54.709,42.221,49.943,49.792,58.279,55.8,50.541,,43.775,53.549,45.683,50.137,50.724,56.788,56.772,49.703,52.866,51.239,52.028,58.479
2026-03-03 16:00:00,ETC02,54.749,42.337,49.955,49.849,58.357,55.74,50.594,49.729,43.729,53.508,45.744,50.076,50.618,56.799,56.846,49.692,52.911,51.126,52.003,58.472
2026-03-03 16:30:00,ETC02,54.861,42.334,49.976,49.854,58.334,55.755,50.627,49.82,43.731,53.535,45.648,50.076,50.508,56.854,56.808,49.74,52.793,51.132,52.079,58.433
2026-03-03 17:00:00,ETC02,54.788,42.32,49.977,49.842,58.289,55.789,50.656,49.816,43.711,53.478,45.7,50.108,50.55,56.875,56.722,49.746,52.761,51.172,52.178,58.55
2026-03-03 17:30:00,ETC02,54.776,42.386,50.014,49.825,58.214,55.718,50.7,49.739,43.734,53.407,45.627,50.217,50.622,56.868,56.731,49.789,52.681,51.262,52.252,58.65
2026-03-03 18:00:00,ETC02,54.736,42.371,49.981,49.749,58.131,55.677,50.67,49.844,43.762,53.409,45.579,50.25,50.57,56.857,56.69,49.707,52.713,,52.208,58.685
2026-03-03 18:30:00,ETC02,54.708,42.387,49.87,49.611,58.107,,50.696,49.839,43.621,53.289,45.692,50.331,50.476,56.92,56.673,49.751,52.769,51.283,52.204,58.698
2026-03-03 19:00:00,ETC02,54.762,42.404,49.779,49.736,58.072,55.663,50.674,49.934,43.58,53.269,45.658,50.269,50.447,56.997,56.759,49.781,52.76,51.21,52.213,58.671
2026-03-03 19:30:00,ETC02,54.752,42.401,49.702,49.743,57.886,55.707,50.694,49.939,43.515,53.276,45.597,50.262,50.446,56.928,56.766,49.769,52.73,51.216,52.266,58.594
2026-03-03 20:00:00,ETC02,54.763,42.44,49.66,49.722,57.812,55.666,50.782,49.929,43.552,53.425,45.686,50.239,50.517,56.961,56.739,49.63,52.707,51.203,52.344,58.616
2026-03-03 20:30:00,ETC02,54.727,42.432,49.722,49.778,57.745,55.673,50.864,49.942,43.575,53.531,45.73,50.222,50.444,56.991,56.743,49.498,52.604,51.17,52.291,58.673
2026-03-03 21:00:00,ETC02,54.764,42.36,49.752,49.87,57.784,55.628,50.816,50.008,43.575,53.513,45.83,50.171,50.456,56.892,56.831,49.51,52.594,51.184,52.3,58.607
2026-03-03 21:30:00,ETC02,54.857,42.323,49.742,49.841,57.792,55.658,50.792,50.076,43.672,53.607,45.762,50.095,50.399,56.886,56.882,49.491,52.68,51.335,52.312,58.575
2026-03-03 22:00:00,ETC02,54.842,42.29,49.74,49.819,57.773,55.73,50.801,50.03,43.618,53.608,45.871,50.057,50.487,56.861,56.977,49.496,52.624,51.383,52.271,58.592
2026-03-03 22:30:00,ETC02,54.836,42.344,49.805,49.898,57.666,55.609,50.782,50.056,43.605,53.646,45.85,50.1,50.415,56.845,57.116,49.466,52.617,51.383,52.286,58.567
2026-03-03 23:00:00,ETC02,54.804,42.33,49.812,49.872,57.736,55.623,50.849,50.092,43.606,53.63,45.747,50.016,50.332,56.818,57.073,49.46,52.679,51.434,52.258,58.538
2026-03-03 23:30:00,ETC02,54.777,42.266,49.803,49.781,57.646,55.651,50.75,50.01,43.771,53.562,45.797,50.085,50.315,56.801,56.957,49.5,52.732,51.39,52.285,58.518
2026-03-04 00:00:00,ETC02,54.702,42.224,49.824,49.836,57.661,55.637,50.766,50.048,43.878,53.584,45.87,50.103,50.307,56.839,56.964,49.457,52.763,51.408,52.362,58.455
2026-03-04 00:30:00,ETC02,54.679,42.149,49.724,49.851,57.699,55.645,50.789,49.997,43.866,53.575,45.924,,50.383,56.752,56.885,49.495,52.663,51.42,52.376,58.508
2026-03-04 01:00:00,ETC02,54.696,41.985,49.598,49.827,57.722,55.546,50.834,50.0,43.919,53.719,45.91,50.001,50.336,56.727,56.921,49.487,52.766,51.431,52.314,58.4
2026-03-04 01:30:00,ETC02,54.733,42.004,49.56,49.838,57.694,55.483,50.77,49.979,43.893,53.684,45.976,50.017,50.279,56.621,56.982,49.468,52.788,51.441,52.412,58.322
2026-03-04 02:00:00,ETC02,54.833,41.979,49.581,49.856,57.74,55.592,50.84,50.013,43.806,53.737,45.938,50.076,50.38,56.635,56.921,49.509,52.841,51.39,52.524,58.302
2026-03-04 02:30:00,ETC02,54.866,42.01,49.539,49.784,57.772,55.622,50.877,50.06,43.835,53.772,45.896,50.333,50.385,56.627,56.884,49.546,52.852,51.414,52.601,58.286
2026-03-04 03:00:00,ETC02,54.985,42.017,49.476,49.82,57.816,55.644,50.757,50.074,43.8,53.669,45.914,50.285,50.359,56.708,57.095,49.495,52.838,51.452,52.597,58.297
2026-03-04 03:30:00,ETC02,54.888,42.048,49.449,49.857,57.869,55.702,50.763,50.032,43.91,53.702,45.878,50.197,50.38,56.69,57.135,49.336,52.855,51.408,52.588,58.351
2026-03-04 04:00:00,ETC02,54.859,41.993,,49.92,57.862,55.836,50.833,50.056,43.826,53.735,45.865,50.219,50.309,56.612,57.039,49.376,52.784,51.366,52.633,58.326
2026-03-04 04:30:00,ETC02,54.799,41.987,49.441,49.999,57.888,55.846,50.781,50.02,43.878,53.636,45.96,50.301,50.37,56.534,57.022,49.304,52.879,51.43,52.726,58.374
2026-03-04 05:00:00,ETC02,54.835,41.994,49.526,49.973,57.906,55.863,50.785,50.034,43.923,53.599,45.891,50.24,50.413,56.487,57.12,49.381,52.951,51.401,52.785,58.424
2026-03-04 05:30:00,ETC02,54.757,41.921,49.579,50.127,58.077,55.942,50.703,49.946,43.937,53.532,,50.278,50.398,56.367,57.165,49.368,52.887,51.431,52.839,58.434
2026-03-04 06:00:00,ETC02,54.799,41.942,49.572,50.16,57.995,55.95,,49.971,43.94,53.513,45.96,50.244,50.22,56.24,57.102,49.424,52.854,51.545,52.845,58.445
2026-03-04 06:30:00,ETC02,54.725,42.06,49.604,50.192,58.018,55.943,50.632,49.945,44.003,53.415,45.868,50.342,50.213,56.304,57.023,49.474,52.751,51.586,52.926,58.417
2026-03-04 07:00:00,ETC02,54.825,42.07,49.61,50.185,57.996,56.09,50.691,50.002,44.046,53.392,45.963,50.284,50.057,56.295,57.007,49.488,52.694,51.593,52.872,58.478
2026-03-04 07:30:00,ETC02,54.728,42.094,49.577,50.163,58.039,56.027,50.823,49.967,43.966,53.392,45.878,50.355,50.128,56.248,57.058,49.538,52.721,51.66,52.937,58.427
2026-03-04 08:00:00,ETC02,54.798,42.079,49.575,50.208,58.111,56.037,50.82,49.994,43.923,53.393,45.894,50.389,50.168,56.263,57.013,49.563,52.767,51.77,52.96,58.414
2026-03-04 08:30:00,ETC02,54.865,42.112,49.517,50.166,58.138,56.062,50.894,49.995,43.897,53.325,45.756,50.343,,56.283,56.921,49.481,52.896,51.758,52.961,58.517
2026-03-04 09:00:00,ETC02,54.872,42.152,49.538,50.069,58.136,55.994,50.93,50.066,43.828,53.456,45.753,50.292,50.328,56.282,56.879,49.419,52.881,51.733,53.006,58.454
2026-03-04 09:30:00,ETC02,54.923,42.189,49.556,50.126,58.152,55.988,51.012,50.106,43.901,53.434,45.832,50.24,50.337,56.308,56.954,49.344,53.057,51.64,52.932,58.507
2026-03-04 10:00:00,ETC02,54.895,42.202,49.592,50.099,58.178,55.889,51.056,50.069,43.868,53.462,45.845,50.28,50.373,56.308,56.987,49.23,53.044,51.716,53.03,58.492
2026-03-04 10:30:00,ETC02,54.866,42.223,49.607,50.159,58.255,55.896,51.037,,43.776,53.355,45.844,50.379,50.218,56.283,56.958,49.215,53.068,51.686,53.101,58.571
2026-03-04 11:00:00,ETC02,54.761,42.314,49.627,50.117,58.189,,51.031,49.861,43.752,53.294,45.957,50.333,50.067,56.197,56.9,49.182,53.063,51.595,53.082,58.597
2026-03-04 11:30:00,ETC02,54.749,42.362,49.603,50.199,58.226,55.947,50.952,49.821,43.782,53.343,45.933,50.249,50.011,56.075,56.81,49.154,52.978,51.608,53.08,58.629
2026-03-04 12:00:00,ETC02,54.726,42.299,49.54,50.221,58.247,55.968,51.077,49.79,43.772,53.409,45.924,50.177,50.007,56.091,56.852,49.153,52.956,51.623,53.085,58.586
2026-03-04 12:30:00,ETC02,54.756,42.319,49.541,50.16,58.231,56.033,51.11,49.904,43.747,53.394,45.872,50.119,49.934,56.083,,49.179,53.058,51.666,53.132,58.635
2026-03-04 13:00:00,ETC02,54.795,42.347,49.668,50.243,58.156,56.069,50.99,49.806,43.664,53.388,45.912,50.166,49.813,56.042,56.822,49.189,53.001,51.669,53.106,58.662
2026-03-04 13:30:00,ETC02,54.881,42.333,49.692,50.257,58.141,56.157,50.957,49.869,43.667,53.374,45.953,50.243,49.934,56.026,56.789,49.23,53.011,51.701,53.082,58.712
2026-03-04 14:00:00,ETC02,54.875,42.365,49.716,50.222,58.086,56.165,50.941,49.828,43.653,53.354,45.914,50.245,49.953,56.025,56.811,49.238,52.958,51.737,53.09,58.737
2026-03-04 14:30:00,ETC02,54.901,42.327,49.65,50.358,58.064,56.202,50.878,49.809,43.736,53.366,45.898,50.235,49.935,55.938,56.75,49.218,52.866,51.854,53.008,58.722
2026-03-04 15:00:00,ETC02,54.974,42.36,49.733,50.395,58.061,56.273,50.901,49.846,43.701,53.288,45.922,50.351,49.908,55.979,56.774,49.27,52.757,51.783,53.106,58.735
2026-03-04 15:30:00,ETC02,54.904,42.443,49.71,50.466,58.028,56.203,50.962,49.903,43.801,53.258,45.95,50.358,49.968,55.98,56.789,49.127,52.746,51.854,53.039,58.691
2026-03-04 16:00:00,ETC02,54.974,42.482,49.766,50.499,58.016,56.215,50.915,49.962,43.846,53.211,45.918,50.362,49.98,56.053,56.844,49.016,52.763,51.925,53.05,58.783
2026-03-04 16:30:00,ETC02,54.966,42.4,49.813,50.531,57.982,56.233,50.862,50.031,43.818,53.101,45.953,50.353,49.992,56.049,56.886,48.972,52.712,51.892,53.146,58.71
2026-03-04 17:00:00,ETC02,54.876,42.465,49.791,50.515,57.932,56.279,50.905,50.034,43.741,53.108,45.86,50.314,49.941,55.996,56.882,48.908,52.686,51.982,53.114,58.785
2026-03-04 17:30:00,ETC02,54.904,42.549,49.827,50.53,57.968,56.268,50.934,50.044,43.7,53.076,45.92,50.377,49.87,55.89,56.878,48.946,52.676,51.917,53.051,58.789
2026-03-04 18:00:00,ETC02,54.832,42.544,49.782,50.497,58.013,56.319,50.986,49.971,43.637,53.02,45.97,50.424,49.878,55.887,56.833,48.894,52.697,51.989,53.041,58.828
2026-03-04 18:30:00,ETC02,54.871,42.591,49.828,50.455,58.038,56.349,50.918,,43.671,52.98,45.991,50.376,49.898,55.84,56.926,48.909,52.696,51.906,53.044,58.735
2026-03-04 19:00:00,ETC02,54.886,42.728,49.873,50.42,58.02,56.37,50.889,50.101,43.559,53.054,45.974,50.424,49.853,55.886,57.022,49.015,52.742,51.869,53.104,58.705
2026-03-04 19:30:00,ETC02,54.859,42.79,49.858,50.344,58.109,56.369,50.882,50.008,43.505,52.979,46.021,50.441,49.851,55.854,,49.057,52.667,51.917,53.087,58.667
