LOT_ID,JOIN_ID,WAFER_NO,STEP_DESC,EQP_ID,CHAMBER,MEAS_TIME,THICKNESS,CD,TEMP,PRESSURE,PARTICLE_CNT,SIZE_Y,IS_DEFECT,OPER_ID
L26039,L26039,9,CBCMP,CMP01,C,2026-03-03 10:18:17,968.88,32.336,236.55,11.987,3,,FALSE,E457738
L26023,L26023,5,PC,PC01,B,2026-03-03 10:18:30,511.117,32.352,234.11,12.333,2,1.145,FALSE,E119742
L26118,L26118,17,PHOTO,PHO02,C,2026-03-03 10:18:54,87.725,33.462,234.59,11.627,2,1.153,FALSE,E304998
L26070,L26070,12,PC,PC02,A,2026-03-03 10:19:24,519.577,32.607,,11.675,2,1.626,FALSE,E167290
L26070,L26070,12,PC,PC02,A,2026-03-03 10:19:24,519.577,32.607,,11.675,2,1.626,FALSE,E167290
L26039,L26039,10,CBCMP,CMP01,C,2026-03-03 10:20:00,969.828,32.537,232.83,0.0,4,1.572,FALSE,E982511
L26070,L26070,13,PC,PC02,A,2026-03-03 10:21:05,524.365,33.48,228.43,11.675,4,1.201,FALSE,E778373
L26016,L26016,5,ETCH,ETC01,C,2026-03-03 10:21:30,145.021,32.348,231.72,11.193,3,1.127,FALSE,E239698
L26039,L26039,11,CBCMP,CMP01,C,2026-03-03 10:21:42,985.035,31.96,232.38,11.602,3,1.335,REAL,E375346
L26023,L26023,7,PC,PC01,B,2026-03-03 10:21:54,512.254,32.244,234.68,11.513,1,1.016,FALSE,E733084
L26118,L26118,19,PHOTO,PHO02,C,2026-03-03 10:22:17,88.601,32.591,235.41,12.86,6,0.767,FALSE,E934802
L26070,L26070,14,PC,PC02,A,2026-03-03 10:22:48,523.273,33.22,236.39,12.041,2,1.435,FALSE,E990113
L26039,L26039,12,CBCMP,CMP01,C,2026-03-03 10:23:24,978.375,32.37,234.73,12.146,6,1.017,FALSE,E799170
L26070,L26070,15,PC,PC02,A,2026-03-03 10:24:30,517.655,32.676,,11.688,4,1.735,FALSE,E709551
L26070,L26070,15,PC,PC02,A,2026-03-03 10:24:30,517.655,32.676,,11.688,4,1.735,FALSE,E709551
L26016,L26016,7,ETCH,ETC01,C,2026-03-03 10:24:54,,32.055,229.72,12.227,6,1.366,FALSE,E558137
L26039,L26039,13,CBCMP,CMP01,C,2026-03-03 10:25:05,,31.764,230.87,12.074,4,0.844,FALSE,E752257
L26023,L26023,9,PC,PC01,B,2026-03-03 10:25:17,512.65,31.612,232.61,11.879,2,1.316,FALSE,E445645
L26118,L26118,21,PHOTO,PHO02,C,2026-03-03 10:25:41,87.845,32.747,232.12,12.439,5,1.273,FALSE,E108982
L26070,L26070,16,PC,PC02,A,2026-03-03 10:26:12,517.791,33.705,237.68,11.799,4,1.483,FALSE,E933634
L26067,L26067,1,PC,PC02,C,2026-03-03 10:26:42,521.177,32.818,238.96,12.258,4,1.162,FALSE,E417962
L26039,L26039,14,CBCMP,CMP01,C,2026-03-03 10:26:48,973.444,32.293,232.49,12.315,1,0.858,FALSE,E664764
L26070,L26070,17,PC,PC02,A,2026-03-03 10:27:54,520.35,33.025,228.23,12.353,2,1.864,FALSE,E307685
L26016,L26016,9,ETCH,ETC01,C,2026-03-03 10:28:17,146.37,32.732,232.47,11.405,6,1.414,FALSE,E497971
L26067,L26067,2,PC,PC02,C,2026-03-03 10:28:24,517.093,32.847,239.71,11.99,5,1.329,FALSE,E674880
L26039,L26039,15,CBCMP,CMP01,C,2026-03-03 10:28:30,972.579,31.86,235.28,12.119,7,1.11,FALSE,E220495
L26023,L26023,11,PC,PC01,B,2026-03-03 10:28:42,505.781,31.799,235.84,12.382,2,1.568,FALSE,E850365
L26118,L26118,23,PHOTO,PHO02,C,2026-03-03 10:29:06,88.353,33.399,237.15,12.016,3,0.877,FALSE,E160427
L26070,L26070,18,PC,PC02,A,2026-03-03 10:29:35,518.253,32.366,230.38,12.411,2,1.004,FALSE,E527319
L26067,L26067,3,PC,PC02,C,2026-03-03 10:30:06,527.864,33.241,240.97,12.603,2,1.915,FALSE,E229502
L26039,L26039,16,CBCMP,CMP01,C,2026-03-03 10:30:12,964.897,31.662,235.0,12.042,5,1.09,FALSE,E228776
L26070,L26070,19,PC,PC02,A,2026-03-03 10:31:17,521.834,33.071,234.29,12.066,6,1.237,FALSE,E117678
L26016,L26016,11,ETCH,ETC01,C,2026-03-03 10:31:42,142.196,31.358,234.25,12.1,2,1.269,FALSE,E912061
L26067,L26067,4,PC,PC02,C,2026-03-03 10:31:48,520.479,32.517,231.01,12.705,2,1.391,FALSE,E269959
L26039,L26039,17,CBCMP,CMP01,C,2026-03-03 10:31:54,969.436,32.207,236.27,11.785,2,0.821,FALSE,E703804
L26023,L26023,13,PC,PC01,B,2026-03-03 10:32:05,510.453,31.781,232.83,11.936,2,1.052,FALSE,E734836
L26118,L26118,25,PHOTO,PHO02,C,2026-03-03 10:32:30,88.801,33.462,234.47,12.543,3,1.422,FALSE,E252901
L26070,L26070,20,PC,PC02,A,2026-03-03 10:33:00,514.691,33.467,232.92,13.157,3,1.096,REAL,E106524
L26067,L26067,5,PC,PC02,C,2026-03-03 10:33:30,512.888,33.609,238.78,11.981,3,0.901,FALSE,E358382
L26039,L26039,18,CBCMP,CMP01,C,2026-03-03 10:33:35,978.377,31.421,240.86,12.445,2,1.097,FALSE,E386191
L26063,L26063,1,PHOTO,PHO01,C,2026-03-03 10:33:42,87.447,31.061,237.84,11.813,7,1.724,FALSE,E684152
L26070,L26070,21,PC,PC02,A,2026-03-03 10:34:41,520.958,33.227,234.67,11.836,2,1.011,FALSE,E130223
L26067,L26067,6,PC,PC02,C,2026-03-03 10:35:12,515.976,32.543,231.08,11.381,4,1.306,REAL,E723652
L26039,L26039,19,CBCMP,CMP01,C,2026-03-03 10:35:17,968.617,,237.98,11.253,4,1.061,FALSE,E507936
L26063,L26063,2,PHOTO,PHO01,C,2026-03-03 10:35:24,87.476,32.52,238.7,11.349,3,1.274,FALSE,E597058
L26023,L26023,15,PC,PC01,B,2026-03-03 10:35:30,509.501,31.825,238.33,12.458,6,1.366,FALSE,E178950
L26070,L26070,22,PC,PC02,A,2026-03-03 10:36:24,520.227,33.28,231.42,12.098,2,1.386,FALSE,E199367
L26067,L26067,7,PC,PC02,C,2026-03-03 10:36:54,522.517,33.759,230.52,12.229,5,0.6,FALSE,E752594
L26039,L26039,20,CBCMP,CMP01,C,2026-03-03 10:37:00,975.028,32.19,237.58,11.152,2,1.748,REAL,E447597
L26063,L26063,3,PHOTO,PHO01,C,2026-03-03 10:37:06,86.935,31.963,,12.264,4,1.215,FALSE,E782906
L26070,L26070,23,PC,PC02,A,2026-03-03 10:38:06,524.599,32.572,240.09,11.844,14,0.565,FALSE,E208780
L26067,L26067,8,PC,PC02,C,2026-03-03 10:38:36,520.356,33.277,232.44,11.977,4,1.572,FALSE,E276374
L26039,L26039,21,CBCMP,CMP01,C,2026-03-03 10:38:41,967.308,31.98,236.67,11.451,6,1.225,FALSE,E268538
L26017,L26017,1,ETCH,ETC02,C,2026-03-03 10:38:42,145.745,32.626,231.78,12.857,6,,FALSE,E381908
L26063,L26063,4,PHOTO,PHO01,C,2026-03-03 10:38:48,87.574,31.137,230.94,11.949,1,1.374,FALSE,E700872
L26023,L26023,17,PC,PC01,B,2026-03-03 10:38:54,517.513,32.538,238.78,11.32,0,1.397,FALSE,E290710
L26070,L26070,24,PC,PC02,A,2026-03-03 10:39:48,525.667,33.535,236.72,12.069,3,1.691,FALSE,E809309
L26067,L26067,9,PC,PC02,C,2026-03-03 10:40:17,517.593,33.611,228.91,11.677,5,1.113,REAL,E341192
L26039,L26039,22,CBCMP,CMP01,C,2026-03-03 10:40:24,968.47,31.779,233.94,11.93,6,1.154,FALSE,E982754
L26063,L26063,5,PHOTO,PHO01,C,2026-03-03 10:40:30,85.858,32.255,231.56,12.267,4,1.104,FALSE,E254195
L26070,L26070,25,PC,PC02,A,2026-03-03 10:41:30,519.348,33.036,235.17,11.527,17,1.377,FALSE,E298782
L26067,L26067,10,PC,PC02,C,2026-03-03 10:42:00,520.84,33.854,236.55,12.065,3,,FALSE,E835254
L26039,L26039,23,CBCMP,CMP01,C,2026-03-03 10:42:06,968.774,32.549,237.04,11.916,17,0.902,REAL,E797206
L26017,L26017,3,ETCH,ETC02,C,2026-03-03 10:42:06,144.643,32.673,238.35,12.533,5,0.916,FALSE,E462956
L26017,L26017,3,ETCH,ETC02,C,2026-03-03 10:42:06,144.643,32.673,238.35,12.533,5,0.916,FALSE,E462956
L26063,L26063,6,PHOTO,PHO01,C,2026-03-03 10:42:12,85.3,31.828,240.43,12.47,6,1.465,FALSE,E503165
L26023,L26023,19,PC,PC01,B,2026-03-03 10:42:17,704.8221356035655,32.238,239.43,12.055,4,1.044,FALSE,E936160
L26051,L26051,1,PHOTO,PHO02,B,2026-03-03 10:43:42,117.98849167857713,32.129,231.11,0.0,4,1.335,FALSE,E987804
L26067,L26067,11,PC,PC02,C,2026-03-03 10:43:42,519.857,33.902,229.7,12.352,1,1.222,REAL,E450895
L26039,L26039,24,CBCMP,CMP01,C,2026-03-03 10:43:48,965.883,,238.03,11.672,3,1.352,FALSE,E732584
L26063,L26063,7,PHOTO,PHO01,C,2026-03-03 10:43:54,85.811,31.64,235.9,12.41,2,1.309,FALSE,E445880
L26051,L26051,2,PHOTO,PHO02,B,2026-03-03 10:45:24,87.431,32.66,233.96,11.884,5,1.515,FALSE,E872348
L26067,L26067,12,PC,PC02,C,2026-03-03 10:45:24,515.978,33.19,239.51,11.408,1,1.459,FALSE,E494635
L26017,L26017,5,ETCH,ETC02,C,2026-03-03 10:45:30,144.865,33.3,232.98,11.501,6,1.135,FALSE,E971804
L26039,L26039,25,CBCMP,CMP01,C,2026-03-03 10:45:30,958.423,31.823,236.05,12.146,2,1.115,FALSE,E523974
L26063,L26063,8,PHOTO,PHO01,C,2026-03-03 10:45:36,85.158,32.069,236.05,12.532,0,0.868,FALSE,E394667
L26023,L26023,21,PC,PC01,B,2026-03-03 10:45:41,516.238,32.19,231.12,12.37,3,0.814,FALSE,E687325
L26067,L26067,13,PC,PC02,C,2026-03-03 10:47:05,514.534,32.899,234.47,12.119,3,1.297,REAL,E296146
L26051,L26051,3,PHOTO,PHO02,B,2026-03-03 10:47:06,89.598,33.775,235.32,11.897,4,0.935,REAL,E341852
L26063,L26063,9,PHOTO,PHO01,C,2026-03-03 10:47:17,109.00812001920207,32.191,237.32,11.379,4,0.814,FALSE,E519470
L26051,L26051,4,PHOTO,PHO02,B,2026-03-03 10:48:48,88.922,33.216,240.68,12.179,2,0.949,FALSE,E676278
L26067,L26067,14,PC,PC02,C,2026-03-03 10:48:48,529.418,33.63,232.0,11.906,5,0.77,FALSE,E696530
L26017,L26017,7,ETCH,ETC02,C,2026-03-03 10:48:54,142.684,32.963,238.54,11.158,4,1.547,REAL,E630738
L26063,L26063,10,PHOTO,PHO01,C,2026-03-03 10:49:00,85.267,32.229,235.0,12.473,2,1.123,FALSE,E118012
L26023,L26023,23,PC,PC01,B,2026-03-03 10:49:06,502.912,32.388,237.1,11.579,7,1.686,FALSE,E904619
L26074,L26074,1,ETCH,ETC01,A,2026-03-03 10:49:42,144.472,31.251,235.99,12.31,4,0.458,REAL,E669542
L26051,L26051,5,PHOTO,PHO02,B,2026-03-03 10:50:30,90.283,33.127,232.81,11.73,4,1.144,FALSE,E158354
L26067,L26067,15,PC,PC02,C,2026-03-03 10:50:30,508.532,33.781,236.37,11.943,7,1.14,FALSE,E323564
L26063,L26063,11,PHOTO,PHO01,C,2026-03-03 10:50:42,85.158,31.587,238.41,12.023,6,1.206,FALSE,E222209
L26074,L26074,2,ETCH,ETC01,A,2026-03-03 10:51:24,144.519,31.839,234.33,12.084,3,1.589,FALSE,E805008
L26051,L26051,6,PHOTO,PHO02,B,2026-03-03 10:52:12,87.761,33.061,241.78,11.506,4,1.256,FALSE,E506341
L26067,L26067,16,PC,PC02,C,2026-03-03 10:52:12,526.011,32.421,232.38,12.704,9,0.888,FALSE,E727089
L26017,L26017,9,ETCH,ETC02,C,2026-03-03 10:52:17,144.205,33.438,233.14,12.035,3,1.147,REAL,E683910
L26063,L26063,12,PHOTO,PHO01,C,2026-03-03 10:52:24,86.177,32.006,237.19,11.641,8,1.501,FALSE,E418869
L26023,L26023,25,PC,PC01,B,2026-03-03 10:52:30,507.62,,,11.819,3,1.24,FALSE,E748181
L26074,L26074,3,ETCH,ETC01,A,2026-03-03 10:53:06,145.611,32.043,237.7,12.512,5,,FALSE,E616845
L26051,L26051,7,PHOTO,PHO02,B,2026-03-03 10:53:54,90.15,33.427,235.31,12.375,22,1.619,FALSE,E852026
L26067,L26067,17,PC,PC02,C,2026-03-03 10:53:54,518.345,33.305,,11.255,5,1.041,FALSE,E598820
L26074,L26074,4,ETCH,ETC01,A,2026-03-03 10:54:48,143.187,32.306,227.29,12.177,6,0.985,REAL,E576966
L26067,L26067,18,PC,PC02,C,2026-03-03 10:55:35,516.216,32.901,233.06,12.185,7,1.007,FALSE,E486013
L26051,L26051,8,PHOTO,PHO02,B,2026-03-03 10:55:36,90.319,33.256,,11.738,3,1.16,FALSE,E923874
L26017,L26017,11,ETCH,ETC02,C,2026-03-03 10:55:42,143.541,32.531,235.84,12.717,8,1.435,FALSE,E706943
L26074,L26074,5,ETCH,ETC01,A,2026-03-03 10:56:30,142.659,32.615,230.57,11.494,4,1.518,FALSE,E820759
L26067,L26067,19,PC,PC02,C,2026-03-03 10:57:17,517.077,32.924,235.58,11.634,3,0.642,FALSE,E638714
L26051,L26051,9,PHOTO,PHO02,B,2026-03-03 10:57:17,89.124,33.107,229.88,12.292,2,1.328,FALSE,E822870
L26074,L26074,6,ETCH,ETC01,A,2026-03-03 10:58:12,141.291,32.308,237.38,12.305,5,1.949,FALSE,E108723
L26074,L26074,6,ETCH,ETC01,A,2026-03-03 10:58:12,141.291,32.308,237.38,12.305,5,1.949,FALSE,E108723
L26067,L26067,20,PC,PC02,C,2026-03-03 10:59:00,514.13,33.169,237.15,12.302,3,1.058,FALSE,E815289
L26051,L26051,10,PHOTO,PHO02,B,2026-03-03 10:59:00,91.09,33.281,226.41,12.411,4,0.747,FALSE,E170429
L26074,L26074,7,ETCH,ETC01,A,2026-03-03 10:59:54,139.916,32.705,237.06,11.611,3,1.301,FALSE,E156826
L26067,L26067,21,PC,PC02,C,2026-03-03 11:00:41,518.091,32.831,232.69,11.699,8,1.562,FALSE,E702504
L26051,L26051,11,PHOTO,PHO02,B,2026-03-03 11:00:42,89.636,33.306,235.78,11.748,5,1.179,FALSE,E802800
L26074,L26074,8,ETCH,ETC01,A,2026-03-03 11:01:36,140.48,32.464,235.5,12.591,6,1.554,FALSE,E352514
L26051,L26051,12,PHOTO,PHO02,B,2026-03-03 11:02:24,90.019,32.704,236.35,12.585,4,1.26,FALSE,E550254
L26067,L26067,22,PC,PC02,C,2026-03-03 11:02:24,518.534,33.101,235.59,12.016,1,1.24,FALSE,E274160
L26074,L26074,9,ETCH,ETC01,A,2026-03-03 11:03:17,142.058,32.85,230.11,11.144,4,0.045,FALSE,E175968
L26067,L26067,23,PC,PC02,C,2026-03-03 11:04:06,519.473,33.023,231.19,12.493,3,1.259,REAL,E950047
L26074,L26074,10,ETCH,ETC01,A,2026-03-03 11:05:00,140.877,32.223,227.87,11.789,3,1.396,FALSE,E158727
L26080,L26080,1,RMG,RMG02,B,2026-03-03 11:05:42,312.197,33.299,236.72,12.295,5,,FALSE,E568163
L26067,L26067,24,PC,PC02,C,2026-03-03 11:05:48,522.665,33.579,241.58,11.788,3,0.464,FALSE,E412714
L26074,L26074,11,ETCH,ETC01,A,2026-03-03 11:06:42,142.181,31.865,237.47,11.86,6,1.236,FALSE,E213324
L26067,L26067,25,PC,PC02,C,2026-03-03 11:07:30,514.859,33.306,229.76,12.784,3,1.587,FALSE,E810027
L26074,L26074,12,ETCH,ETC01,A,2026-03-03 11:08:24,,31.865,233.42,11.11,4,1.35,FALSE,E120811
L26080,L26080,3,RMG,RMG02,B,2026-03-03 11:09:06,306.305,32.62,237.42,12.524,14,0.797,FALSE,E457116
L26016,L26016,7,ETCH,ETC01,C,2026-03-03 11:09:54,,32.055,229.72,12.227,6,1.366,FALSE,E558137
L26080,L26080,5,RMG,RMG02,B,2026-03-03 11:12:30,305.146,32.944,235.67,11.559,7,1.339,FALSE,E583756
L26080,L26080,7,RMG,RMG02,B,2026-03-03 11:15:54,303.839,33.504,236.87,11.976,5,,FALSE,E383239
L26080,L26080,9,RMG,RMG02,B,2026-03-03 11:19:17,306.746,33.525,234.6,11.703,3,1.269,FALSE,E434084
L26080,L26080,11,RMG,RMG02,B,2026-03-03 11:22:42,306.456,32.644,240.91,11.793,2,1.172,FALSE,E302906
L26017,L26017,1,ETCH,ETC02,C,2026-03-03 11:23:42,146.12399845191425,32.626,231.78,12.857,6,,FALSE,E381908
L26080,L26080,13,RMG,RMG02,B,2026-03-03 11:26:05,302.507,32.701,226.51,12.349,1,1.127,FALSE,E529420
L26080,L26080,15,RMG,RMG02,B,2026-03-03 11:29:30,304.098,32.838,234.49,11.577,4,1.728,FALSE,E796753
L26051,L26051,2,PHOTO,PHO02,B,2026-03-03 11:30:24,87.63457351598022,32.66,233.96,11.884,5,1.515,FALSE,E872348
L26018,L26018,1,PC,PC01,A,2026-03-03 11:30:42,522.82,32.008,229.84,11.373,4,0.837,FALSE,E914206
L26017,L26017,1,CBCMP,CMP01,B,2026-03-03 11:30:42,993.764,32.739,236.69,11.536,4,0.979,FALSE,E836617
L26018,L26018,2,PC,PC01,A,2026-03-03 11:32:24,521.564,31.102,,12.539,16,1.181,FALSE,E523022
L26080,L26080,17,RMG,RMG02,B,2026-03-03 11:32:54,308.731,32.924,241.53,11.282,4,0.862,FALSE,E195204
L26116,L26116,1,RMG,RMG02,B,2026-03-03 11:33:42,314.408,32.469,233.8,11.938,3,,FALSE,E369649
L26061,L26061,1,CBCMP,CMP02,A,2026-03-03 11:33:42,980.397,33.82,229.96,11.814,3,0.513,FALSE,E658841
L26018,L26018,3,PC,PC01,A,2026-03-03 11:34:06,528.185,32.228,236.71,12.015,7,1.456,FALSE,E143678
L26017,L26017,3,CBCMP,CMP01,B,2026-03-03 11:34:06,992.649,31.093,240.33,11.918,2,1.387,FALSE,E489340
L26116,L26116,2,RMG,RMG02,B,2026-03-03 11:35:24,307.565,33.976,233.88,12.275,3,1.237,FALSE,E814582
L26061,L26061,2,CBCMP,CMP02,A,2026-03-03 11:35:24,991.443,32.891,234.44,11.449,6,0.728,FALSE,E102002
L26018,L26018,4,PC,PC01,A,2026-03-03 11:35:48,517.752,31.594,233.84,11.622,4,0.85,FALSE,E417635
L26080,L26080,19,RMG,RMG02,B,2026-03-03 11:36:17,305.135,33.307,228.89,12.339,4,1.642,FALSE,E446343
L26061,L26061,3,CBCMP,CMP02,A,2026-03-03 11:37:06,998.741,33.966,236.71,11.515,1,1.178,FALSE,E564536
L26116,L26116,3,RMG,RMG02,B,2026-03-03 11:37:06,312.291,32.833,235.89,12.219,2,1.034,FALSE,E626397
L26017,L26017,5,CBCMP,CMP01,B,2026-03-03 11:37:30,972.534,32.101,235.43,12.536,2,1.851,FALSE,E982075
L26018,L26018,5,PC,PC01,A,2026-03-03 11:37:30,521.778,,237.16,11.866,7,1.173,FALSE,E564429
L26061,L26061,4,CBCMP,CMP02,A,2026-03-03 11:38:48,985.433,33.033,234.81,11.496,5,1.707,FALSE,E172794
L26116,L26116,4,RMG,RMG02,B,2026-03-03 11:38:48,309.68,33.634,228.82,11.964,1,1.064,FALSE,E768662
L26061,L26061,4,CBCMP,CMP02,A,2026-03-03 11:38:48,985.433,33.033,234.81,11.496,5,1.707,FALSE,E172794
L26018,L26018,6,PC,PC01,A,2026-03-03 11:39:12,521.39,32.659,229.59,0.0,1,0.63,FALSE,E961874
L26018,L26018,6,PC,PC01,A,2026-03-03 11:39:12,521.39,32.659,229.59,0.0,1,0.63,FALSE,E961874
L26080,L26080,21,RMG,RMG02,B,2026-03-03 11:39:41,304.553,32.87,229.46,12.256,3,1.14,REAL,E887984
L26116,L26116,5,RMG,RMG02,B,2026-03-03 11:40:30,307.092,32.354,232.11,12.029,9,1.457,FALSE,E916833
L26061,L26061,5,CBCMP,CMP02,A,2026-03-03 11:40:30,992.809,33.615,232.83,12.733,6,1.283,FALSE,E958723
L26017,L26017,7,CBCMP,CMP01,B,2026-03-03 11:40:54,1000.141,,229.74,12.078,4,1.082,FALSE,E731532
L26018,L26018,7,PC,PC01,A,2026-03-03 11:40:54,515.244,31.538,239.26,12.391,16,1.702,FALSE,E104489
L26116,L26116,6,RMG,RMG02,B,2026-03-03 11:42:12,312.093,33.776,238.76,11.839,9,1.395,FALSE,E396808
L26061,L26061,6,CBCMP,CMP02,A,2026-03-03 11:42:12,970.783,32.919,237.45,12.061,15,1.276,FALSE,E353708
L26067,L26067,19,PC,PC02,C,2026-03-03 11:42:17,506.84724966532036,32.924,235.58,11.634,3,0.642,FALSE,E638714
L26018,L26018,8,PC,PC01,A,2026-03-03 11:42:36,529.131,31.354,238.52,0.0,0,1.137,FALSE,E333350
L26024,L26024,1,RMG,RMG02,C,2026-03-03 11:42:42,306.561,32.388,235.19,11.675,1,0.879,FALSE,E942657
L26080,L26080,23,RMG,RMG02,B,2026-03-03 11:43:06,304.021,33.062,238.15,11.805,3,1.13,FALSE,E959207
L26116,L26116,7,RMG,RMG02,B,2026-03-03 11:43:54,309.659,33.141,238.55,11.702,4,0.983,FALSE,E864109
L26061,L26061,7,CBCMP,CMP02,A,2026-03-03 11:43:54,979.654,34.128,235.68,12.464,1,0.93,FALSE,E508593
L26017,L26017,9,CBCMP,CMP01,B,2026-03-03 11:44:17,1009.369,32.575,231.22,12.631,7,1.6,FALSE,E491501
L26018,L26018,9,PC,PC01,A,2026-03-03 11:44:17,521.403,32.419,236.89,11.67,3,1.272,FALSE,E773508
L26061,L26061,8,CBCMP,CMP02,A,2026-03-03 11:45:36,977.919,33.742,234.49,12.04,3,1.201,FALSE,E632094
L26116,L26116,8,RMG,RMG02,B,2026-03-03 11:45:36,310.84,33.039,,12.109,5,0.924,FALSE,E519032
L26018,L26018,10,PC,PC01,A,2026-03-03 11:46:00,526.717,32.078,242.96,11.428,3,1.39,FALSE,E846824
L26024,L26024,3,RMG,RMG02,C,2026-03-03 11:46:06,309.511,32.833,236.58,12.243,2,1.583,FALSE,E348552
L26080,L26080,25,RMG,RMG02,B,2026-03-03 11:46:30,300.037,33.565,237.05,0.0,6,1.561,REAL,E797095
L26116,L26116,9,RMG,RMG02,B,2026-03-03 11:47:17,315.926,33.569,235.04,12.225,5,1.175,FALSE,E531611
L26061,L26061,9,CBCMP,CMP02,A,2026-03-03 11:47:17,973.745,32.957,235.06,12.27,1,1.452,REAL,E710410
L26018,L26018,11,PC,PC01,A,2026-03-03 11:47:42,524.039,31.993,236.05,11.729,3,1.748,FALSE,E925238
L26017,L26017,11,CBCMP,CMP01,B,2026-03-03 11:47:42,1005.522,32.294,234.55,11.913,4,1.133,FALSE,E451505
L26116,L26116,10,RMG,RMG02,B,2026-03-03 11:49:00,310.232,33.481,239.45,11.899,7,1.193,FALSE,E999373
L26061,L26061,10,CBCMP,CMP02,A,2026-03-03 11:49:00,976.682,33.01,234.78,11.743,5,1.458,FALSE,E451035
L26018,L26018,12,PC,PC01,A,2026-03-03 11:49:24,521.423,32.005,232.36,11.945,5,1.178,FALSE,E566752
L26024,L26024,5,RMG,RMG02,C,2026-03-03 11:49:30,312.835,33.05,240.39,11.917,2,,FALSE,E381460
L26061,L26061,11,CBCMP,CMP02,A,2026-03-03 11:50:42,966.325,33.527,233.7,11.978,6,0.692,FALSE,E602585
L26116,L26116,11,RMG,RMG02,B,2026-03-03 11:50:42,309.508,33.532,241.32,11.692,5,1.565,FALSE,E474511
L26018,L26018,13,PC,PC01,A,2026-03-03 11:51:05,525.686,31.905,233.39,13.076,2,1.797,FALSE,E790933
L26116,L26116,12,RMG,RMG02,B,2026-03-03 11:52:24,308.794,32.644,232.89,12.038,4,1.808,FALSE,E877863
L26061,L26061,12,CBCMP,CMP02,A,2026-03-03 11:52:24,984.368,33.121,235.43,12.142,1,1.907,FALSE,E365815
L26118,L26118,1,ETCH,ETC01,C,2026-03-03 11:52:42,144.732,31.65,237.13,12.365,1,1.028,FALSE,E317408
L26018,L26018,14,PC,PC01,A,2026-03-03 11:52:48,516.106,32.201,238.14,11.813,3,1.14,FALSE,E688254
L26024,L26024,7,RMG,RMG02,C,2026-03-03 11:52:54,308.881,32.679,232.25,12.513,6,1.531,FALSE,E341036
L26061,L26061,13,CBCMP,CMP02,A,2026-03-03 11:54:05,989.616,33.376,231.12,12.025,0,1.594,FALSE,E352547
L26116,L26116,13,RMG,RMG02,B,2026-03-03 11:54:05,311.196,33.216,236.37,12.58,5,1.467,FALSE,E275403
L26118,L26118,2,ETCH,ETC01,C,2026-03-03 11:54:24,,32.032,236.47,11.85,1,1.271,FALSE,E427838
L26118,L26118,2,ETCH,ETC01,C,2026-03-03 11:54:24,,32.032,236.47,11.85,1,1.271,FALSE,E427838
L26018,L26018,15,PC,PC01,A,2026-03-03 11:54:30,521.216,31.971,234.31,11.995,10,1.332,FALSE,E154189
L26116,L26116,14,RMG,RMG02,B,2026-03-03 11:55:48,311.241,33.481,230.55,12.213,4,1.547,FALSE,E887559
L26061,L26061,14,CBCMP,CMP02,A,2026-03-03 11:55:48,976.854,32.716,238.74,12.276,0,1.358,FALSE,E303131
L26118,L26118,3,ETCH,ETC01,C,2026-03-03 11:56:06,143.496,32.024,239.32,11.226,0,1.46,FALSE,E545047
L26018,L26018,16,PC,PC01,A,2026-03-03 11:56:12,519.465,31.633,232.85,11.363,6,2.147,FALSE,E583650
L26024,L26024,9,RMG,RMG02,C,2026-03-03 11:56:17,314.138,32.186,236.99,11.866,4,1.005,FALSE,E859018
L26116,L26116,15,RMG,RMG02,B,2026-03-03 11:57:30,307.186,33.418,229.49,11.839,3,1.387,FALSE,E970646
L26061,L26061,15,CBCMP,CMP02,A,2026-03-03 11:57:30,1129.0230898833042,32.761,230.42,11.699,1,1.47,FALSE,E172624
L26118,L26118,4,ETCH,ETC01,C,2026-03-03 11:57:48,144.252,31.87,234.03,11.947,4,0.878,FALSE,E889976
L26018,L26018,17,PC,PC01,A,2026-03-03 11:57:54,523.977,31.564,238.35,12.19,4,0.809,FALSE,E106508
L26061,L26061,16,CBCMP,CMP02,A,2026-03-03 11:59:12,982.09,,230.91,0.0,6,1.282,FALSE,E832018
L26116,L26116,16,RMG,RMG02,B,2026-03-03 11:59:12,307.291,33.411,234.44,11.701,8,,FALSE,E443775
L26116,L26116,16,RMG,RMG02,B,2026-03-03 11:59:12,307.291,33.411,234.44,11.701,8,,FALSE,E443775
L26118,L26118,5,ETCH,ETC01,C,2026-03-03 11:59:30,144.923,32.478,237.92,12.162,5,1.096,FALSE,E715714
L26018,L26018,18,PC,PC01,A,2026-03-03 11:59:35,522.959,32.474,231.59,11.891,2,1.252,FALSE,E999770
L26024,L26024,11,RMG,RMG02,C,2026-03-03 11:59:42,311.145,33.732,232.74,12.175,6,0.775,FALSE,E181270
L26061,L26061,17,CBCMP,CMP02,A,2026-03-03 12:00:54,982.1,33.21,240.16,11.919,16,0.837,FALSE,E670985
L26116,L26116,17,RMG,RMG02,B,2026-03-03 12:00:54,313.592,33.111,236.69,12.46,3,0.583,FALSE,E649269
L26118,L26118,6,ETCH,ETC01,C,2026-03-03 12:01:12,144.886,32.077,237.0,12.341,2,1.448,FALSE,E601030
L26018,L26018,19,PC,PC01,A,2026-03-03 12:01:17,530.213,32.14,233.97,11.697,4,1.161,FALSE,E645043
