ORDER_ID,ORDER_DATE,CUSTOMER,REGION,PRODUCT_FAMILY,QTY,UNIT_PRICE_USD,AMOUNT_USD,PROMISE_DATE,SHIP_DATE,STATUS
SO100208,2026-02-08,CUST_028,USA,V8-NAND-1Tb,2093,20.15,42173.95,2026-03-01,2026-02-28,SHIPPED
SO100209,2026-06-15,CUST_001,USA,LSI-ISOCELL-HP2,4368,14.27,62331.36,2026-07-06,2026-07-16,SHIPPED
SO100210,2025-09-30,CUST_004,Japan,D1B-DDR5-24G,3060,8.82,26989.2,2025-10-21,2025-10-08,SHIPPED
SO100211,2026-06-02,CUST_002,Taiwan,V9-NAND-2Tb,3433,9.52,32682.16,2026-06-23,2026-06-03,SHIPPED
SO100212,2026-02-17,CUST_023,China,D1Z-DDR5-16G,2189,28.44,62255.16,2026-03-10,2026-03-17,SHIPPED
SO100213,2026-05-12,CUST_009,China,LSI-ISOCELL-HP2,1835,33.93,62261.55,2026-06-02,2026-05-31,SHIPPED
SO100214,2026-02-07,CUST_040,China,V8-NAND-1Tb,2999,19.32,57940.68,2026-02-28,2026-03-10,SHIPPED
SO100215,2025-08-09,CUST_023,Europe,D1Z-DDR5-16G,3227,25.63,82708.01,2025-08-30,2025-09-14,SHIPPED
SO100216,2026-08-03,CUST_022,Japan,D1Z-DDR5-16G,3168,11.32,35861.76,2026-08-24,2026-09-01,SHIPPED
SO100217,2026-03-08,CUST_011,Europe,D1B-DDR5-24G,2699,28.19,76084.81,2026-03-29,2026-04-09,SHIPPED
SO100218,2026-07-23,CUST_009,Europe,V8-NAND-1Tb,2476,17.7,43825.2,2026-08-13,2026-08-17,SHIPPED
SO100219,2025-09-13,CUST_015,Korea,D1Z-DDR5-16G,1700,29.85,50745.0,2025-10-04,2025-10-24,SHIPPED
SO100220,2025-10-06,CUST_009,Europe,V8-NAND-1Tb,4515,6.34,28625.1,2025-10-27,2025-11-01,SHIPPED
SO100221,2026-07-13,CUST_028,Europe,V8-NAND-1Tb,3180,22.16,70468.8,2026-08-03,2026-07-30,SHIPPED
SO100222,2026-02-09,CUST_036,USA,V8-NAND-1Tb,3335,19.03,63465.05,2026-03-02,2026-02-20,SHIPPED
SO100223,2026-05-30,CUST_017,China,D1B-DDR5-24G,3039,39.36,119615.04,2026-06-20,2026-06-30,SHIPPED
SO100224,2025-12-31,CUST_025,USA,D1Z-DDR5-16G,1173,9.09,10662.57,2026-01-21,2026-01-08,SHIPPED
SO100225,2026-03-22,CUST_031,Japan,D1B-DDR5-24G,2027,23.41,47452.07,2026-04-12,2026-04-01,SHIPPED
SO100226,2025-09-05,CUST_007,Taiwan,LSI-ISOCELL-HP2,2534,36.04,91325.36,2025-09-26,2025-09-22,SHIPPED
SO100227,2026-03-25,CUST_030,Japan,V9-NAND-2Tb,3737,38.85,145182.45,2026-04-15,2026-04-12,SHIPPED
SO100228,2026-01-02,CUST_021,Korea,D1B-DDR5-24G,855,36.19,30942.45,2026-01-23,2026-01-31,SHIPPED
SO100229,2025-07-25,CUST_013,Japan,D1B-DDR5-24G,2906,30.68,89156.08,2025-08-15,2025-08-17,SHIPPED
SO100230,2025-12-12,CUST_028,Europe,LSI-ISOCELL-HP2,510,27.09,13815.9,2026-01-02,2026-01-11,SHIPPED
SO100231,2026-06-21,CUST_007,Taiwan,LSI-ISOCELL-HP2,3860,22.86,88239.6,2026-07-12,,CANCELLED
SO100232,2026-03-31,CUST_009,USA,LSI-ISOCELL-HP2,3226,2.82,9097.32,2026-04-21,2026-04-23,SHIPPED
SO100233,2026-04-02,CUST_022,Europe,V8-NAND-1Tb,3280,18.92,62057.6,2026-04-23,2026-04-04,SHIPPED
SO100234,2026-04-07,CUST_014,Europe,LSI-ISOCELL-HP2,1443,12.67,18282.81,2026-04-28,2026-05-02,SHIPPED
SO100235,2025-11-22,CUST_014,USA,V8-NAND-1Tb,2930,39.2,114856.0,2025-12-13,2025-12-20,SHIPPED
SO100236,2025-12-15,CUST_018,USA,V9-NAND-2Tb,2074,24.38,50564.12,2026-01-05,2026-01-19,SHIPPED
SO100237,2026-01-30,CUST_027,Taiwan,D1B-DDR5-24G,1768,7.35,12994.8,2026-02-20,2026-02-21,SHIPPED
SO100238,2025-09-08,CUST_016,Japan,V9-NAND-2Tb,3652,8.13,29690.76,2025-09-29,2025-09-27,SHIPPED
SO100239,2026-05-07,CUST_038,Taiwan,D1B-DDR5-24G,3105,23.02,71477.1,2026-05-28,2026-05-16,SHIPPED
SO100240,2026-04-26,CUST_026,Korea,V9-NAND-2Tb,2806,23.27,65295.62,2026-05-17,2026-05-12,SHIPPED
SO100241,2026-02-18,CUST_035,China,V8-NAND-1Tb,1226,37.62,46122.12,2026-03-11,2026-03-09,SHIPPED
SO100242,2026-01-06,CUST_033,Japan,LSI-ISOCELL-HP2,1675,30.83,51640.25,2026-01-27,2026-01-29,SHIPPED
SO100243,2026-07-28,CUST_017,Taiwan,LSI-ISOCELL-HP2,3290,25.11,82611.9,2026-08-18,2026-08-06,SHIPPED
SO100244,2025-11-18,CUST_030,Europe,V9-NAND-2Tb,1923,3.52,6768.96,2025-12-09,2025-12-03,SHIPPED
SO100245,2026-02-22,CUST_009,Korea,V8-NAND-1Tb,2434,16.17,39357.78,2026-03-15,2026-03-17,SHIPPED
SO100246,2025-07-19,CUST_021,Korea,V9-NAND-2Tb,1235,34.91,43113.85,2025-08-09,2025-08-01,SHIPPED
SO100247,2025-07-20,CUST_018,Taiwan,V8-NAND-1Tb,2757,19.15,52796.55,2025-08-10,2025-08-20,SHIPPED
SO100248,2026-06-18,CUST_017,China,V8-NAND-1Tb,4571,1.84,8410.64,2026-07-09,2026-07-17,SHIPPED
SO100249,2025-12-04,CUST_019,Japan,D1B-DDR5-24G,2192,6.63,14532.96,2025-12-25,2026-01-04,SHIPPED
SO100250,2026-02-28,CUST_030,USA,V8-NAND-1Tb,2891,5.34,15437.94,2026-03-21,2026-03-20,SHIPPED
SO100251,2025-09-12,CUST_031,China,V8-NAND-1Tb,3424,16.24,55605.76,2025-10-03,2025-10-01,SHIPPED
SO100252,2026-03-17,CUST_024,China,D1Z-DDR5-16G,1723,29.63,51052.49,2026-04-07,2026-03-30,SHIPPED
SO100253,2026-04-02,CUST_017,Japan,V8-NAND-1Tb,2936,28.13,82589.68,2026-04-23,2026-04-13,SHIPPED
SO100254,2025-07-11,CUST_008,USA,LSI-ISOCELL-HP2,2795,35.78,100005.1,2025-08-01,2025-07-16,SHIPPED
SO100255,2026-04-08,CUST_020,Korea,V9-NAND-2Tb,2273,25.26,57415.98,2026-04-29,,OPEN
SO100256,2026-02-03,CUST_008,Taiwan,V8-NAND-1Tb,3044,34.55,105170.2,2026-02-24,2026-02-14,SHIPPED
SO100257,2026-05-14,CUST_031,USA,V9-NAND-2Tb,1663,22.46,37350.98,2026-06-04,,OPEN
SO100258,2026-03-02,CUST_017,Europe,LSI-ISOCELL-HP2,387,12.46,4822.02,2026-03-23,2026-04-07,SHIPPED
SO100259,2026-01-09,CUST_032,Taiwan,D1Z-DDR5-16G,1101,21.95,24166.95,2026-01-30,2026-02-21,SHIPPED
SO100260,2025-11-28,CUST_001,USA,D1Z-DDR5-16G,3245,7.7,24986.5,2025-12-19,2025-12-17,SHIPPED
SO100261,2025-09-03,CUST_030,Korea,V8-NAND-1Tb,2688,19.88,53437.44,2025-09-24,2025-10-07,SHIPPED
SO100262,2025-09-01,CUST_003,China,V9-NAND-2Tb,2537,32.21,81716.77,2025-09-22,2025-09-17,SHIPPED
SO100263,2025-09-21,CUST_001,USA,V8-NAND-1Tb,1030,17.6,18128.0,2025-10-12,,OPEN
SO100264,2025-10-13,CUST_026,China,V9-NAND-2Tb,4134,35.4,146343.6,2025-11-03,2025-10-28,SHIPPED
SO100265,2026-06-03,CUST_029,China,D1B-DDR5-24G,3160,33.05,104438.0,2026-06-24,2026-06-29,SHIPPED
SO100266,2025-07-08,CUST_014,Taiwan,D1B-DDR5-24G,3996,29.49,117842.04,2025-07-29,2025-07-27,SHIPPED
SO100267,2026-04-05,CUST_025,China,D1B-DDR5-24G,2316,7.0,16212.0,2026-04-26,2026-05-09,SHIPPED
SO100268,2025-12-20,CUST_006,China,D1B-DDR5-24G,618,16.35,10104.3,2026-01-10,2026-01-03,SHIPPED
SO100269,2025-07-09,CUST_031,China,D1Z-DDR5-16G,3604,21.6,77846.4,2025-07-30,2025-08-11,SHIPPED
SO100270,2025-10-31,CUST_012,China,V9-NAND-2Tb,2214,17.81,39431.34,2025-11-21,2025-11-28,SHIPPED
SO100271,2025-10-02,CUST_005,Taiwan,D1Z-DDR5-16G,3418,29.26,100010.68,2025-10-23,2025-10-03,SHIPPED
SO100272,2025-07-04,CUST_032,USA,V8-NAND-1Tb,3794,21.32,80888.08,2025-07-25,,OPEN
SO100273,2026-01-31,CUST_030,Europe,D1Z-DDR5-16G,1087,30.43,33077.41,2026-02-21,2026-02-01,SHIPPED
SO100274,2026-03-05,CUST_036,Taiwan,LSI-ISOCELL-HP2,4895,33.08,161926.6,2026-03-26,2026-04-06,SHIPPED
SO100275,2025-07-09,CUST_025,Europe,LSI-ISOCELL-HP2,1703,14.84,25272.52,2025-07-30,2025-07-29,SHIPPED
SO100276,2026-02-18,CUST_038,China,D1B-DDR5-24G,2289,4.74,10849.86,2026-03-11,2026-02-27,SHIPPED
SO100277,2025-07-06,CUST_003,China,LSI-ISOCELL-HP2,2011,40.83,82109.13,2025-07-27,2025-07-13,SHIPPED
SO100278,2025-07-10,CUST_005,Europe,V8-NAND-1Tb,1891,40.1,75829.1,2025-07-31,2025-08-04,SHIPPED
SO100279,2025-08-18,CUST_016,China,V9-NAND-2Tb,4015,23.88,95878.2,2025-09-08,2025-09-03,SHIPPED
SO100280,2025-10-09,CUST_035,Korea,V9-NAND-2Tb,313,33.2,10391.6,2025-10-30,2025-11-09,SHIPPED
SO100281,2026-06-15,CUST_029,Europe,D1Z-DDR5-16G,3784,3.48,13168.32,2026-07-06,2026-07-03,SHIPPED
SO100282,2025-11-11,CUST_009,Taiwan,V8-NAND-1Tb,1963,10.76,21121.88,2025-12-02,,OPEN
SO100283,2026-03-17,CUST_036,USA,LSI-ISOCELL-HP2,3665,2.61,9565.65,2026-04-07,2026-04-05,SHIPPED
SO100284,2026-05-19,CUST_008,China,V8-NAND-1Tb,3131,41.6,130249.6,2026-06-09,2026-05-28,SHIPPED
SO100285,2026-08-03,CUST_008,China,V9-NAND-2Tb,3697,19.91,73607.27,2026-08-24,2026-08-20,SHIPPED
SO100286,2026-04-24,CUST_039,Korea,V8-NAND-1Tb,2767,32.57,90121.19,2026-05-15,2026-05-17,SHIPPED
SO100287,2026-08-04,CUST_022,Taiwan,V9-NAND-2Tb,1225,32.71,40069.75,2026-08-25,2026-08-28,SHIPPED
SO100288,2026-06-29,CUST_022,Japan,LSI-ISOCELL-HP2,3898,10.72,41786.56,2026-07-20,2026-07-24,SHIPPED
SO100289,2025-12-09,CUST_030,Japan,D1B-DDR5-24G,4185,9.44,39506.4,2025-12-30,2025-12-28,SHIPPED
SO100290,2026-02-19,CUST_024,Taiwan,V8-NAND-1Tb,2860,30.31,86686.6,2026-03-12,2026-03-11,SHIPPED
SO100291,2025-09-23,CUST_020,Korea,D1B-DDR5-24G,3943,33.43,131814.49,2025-10-14,2025-10-08,SHIPPED
SO100292,2026-01-02,CUST_009,USA,D1B-DDR5-24G,3840,7.04,27033.6,2026-01-23,2026-01-16,SHIPPED
SO100293,2025-07-27,CUST_013,Japan,D1Z-DDR5-16G,3235,35.95,116298.25,2025-08-17,2025-08-08,SHIPPED
SO100294,2026-06-02,CUST_012,China,V9-NAND-2Tb,3030,13.46,40783.8,2026-06-23,2026-06-29,SHIPPED
SO100295,2026-03-20,CUST_015,Europe,V8-NAND-1Tb,4393,31.13,136754.09,2026-04-10,2026-04-17,SHIPPED
SO100296,2025-11-09,CUST_012,China,D1Z-DDR5-16G,1093,39.65,43337.45,2025-11-30,2025-12-01,SHIPPED
SO100297,2025-08-06,CUST_029,Taiwan,V9-NAND-2Tb,735,7.66,5630.1,2025-08-27,,OPEN
SO100298,2026-04-03,CUST_026,Europe,V8-NAND-1Tb,821,30.06,24679.26,2026-04-24,2026-04-25,SHIPPED
SO100299,2025-10-14,CUST_022,Taiwan,D1Z-DDR5-16G,3666,9.19,33690.54,2025-11-04,2025-10-25,SHIPPED
SO100300,2025-09-24,CUST_007,China,V9-NAND-2Tb,1828,24.15,44146.2,2025-10-15,,CANCELLED
SO100301,2026-03-23,CUST_029,Korea,V9-NAND-2Tb,2594,12.82,33255.08,2026-04-13,2026-04-11,SHIPPED
SO100302,2025-07-22,CUST_018,USA,D1B-DDR5-24G,1529,23.85,36466.65,2025-08-12,2025-08-02,SHIPPED
SO100303,2025-07-01,CUST_022,Europe,V9-NAND-2Tb,1344,8.68,11665.92,2025-07-22,2025-07-10,SHIPPED
SO100304,2026-01-26,CUST_008,Taiwan,V8-NAND-1Tb,2240,36.87,82588.8,2026-02-16,2026-02-15,SHIPPED
SO100305,2026-01-15,CUST_021,Korea,V9-NAND-2Tb,293,4.14,1213.02,2026-02-05,2026-02-12,SHIPPED
SO100306,2025-07-09,CUST_024,Europe,V8-NAND-1Tb,2356,37.92,89339.52,2025-07-30,2025-08-13,SHIPPED
SO100307,2025-10-04,CUST_035,Taiwan,V8-NAND-1Tb,2331,4.31,10046.61,2025-10-25,2025-10-19,SHIPPED
SO100308,2025-12-26,CUST_011,Korea,V9-NAND-2Tb,3010,26.24,78982.4,2026-01-16,2026-01-10,SHIPPED
SO100309,2025-09-26,CUST_016,Europe,V9-NAND-2Tb,3283,4.21,13821.43,2025-10-17,2025-10-05,SHIPPED
SO100310,2025-11-06,CUST_014,USA,V8-NAND-1Tb,3402,21.29,72428.58,2025-11-27,,OPEN
SO100311,2026-02-17,CUST_021,Japan,D1Z-DDR5-16G,3244,12.24,39706.56,2026-03-10,2026-03-01,SHIPPED
SO100312,2025-09-29,CUST_031,Korea,LSI-ISOCELL-HP2,731,18.03,13179.93,2025-10-20,,OPEN
SO100313,2026-05-21,CUST_037,USA,V9-NAND-2Tb,3341,19.03,63579.23,2026-06-11,2026-06-12,SHIPPED
SO100314,2025-12-01,CUST_024,Taiwan,D1Z-DDR5-16G,1512,14.89,22513.68,2025-12-22,2025-12-31,SHIPPED
SO100315,2026-03-14,CUST_014,China,V9-NAND-2Tb,3204,5.55,17782.2,2026-04-04,2026-04-17,SHIPPED
SO100316,2025-08-04,CUST_011,China,D1Z-DDR5-16G,3622,31.29,113332.38,2025-08-25,,OPEN
SO100317,2025-09-24,CUST_036,China,LSI-ISOCELL-HP2,3106,10.05,31215.3,2025-10-15,2025-09-25,SHIPPED
SO100318,2025-11-05,CUST_007,Korea,LSI-ISOCELL-HP2,426,16.62,7080.12,2025-11-26,2025-12-12,SHIPPED
SO100319,2026-02-04,CUST_008,USA,V8-NAND-1Tb,2190,31.83,69707.7,2026-02-25,2026-02-23,SHIPPED
SO100320,2026-04-18,CUST_006,China,D1B-DDR5-24G,1330,2.73,3630.9,2026-05-09,2026-05-20,SHIPPED
SO100321,2026-05-24,CUST_031,Europe,V9-NAND-2Tb,5080,16.72,84937.6,2026-06-14,2026-06-29,SHIPPED
SO100322,2026-07-28,CUST_029,USA,V8-NAND-1Tb,4003,2.66,10647.98,2026-08-18,2026-08-02,SHIPPED
SO100323,2026-07-10,CUST_034,Europe,V9-NAND-2Tb,2694,13.1,35291.4,2026-07-31,2026-08-10,SHIPPED
SO100324,2025-12-15,CUST_024,Taiwan,V8-NAND-1Tb,1287,26.54,34156.98,2026-01-05,,OPEN
SO100325,2026-06-16,CUST_030,Japan,LSI-ISOCELL-HP2,998,32.34,32275.32,2026-07-07,2026-06-26,SHIPPED
SO100326,2026-04-03,CUST_039,Korea,D1B-DDR5-24G,1215,22.41,27228.15,2026-04-24,2026-05-07,SHIPPED
SO100327,2026-04-30,CUST_008,Taiwan,V8-NAND-1Tb,3567,20.36,72624.12,2026-05-21,2026-05-18,SHIPPED
SO100328,2026-03-22,CUST_019,Taiwan,LSI-ISOCELL-HP2,4766,18.68,89028.88,2026-04-12,2026-04-29,SHIPPED
SO100329,2026-04-13,CUST_012,Korea,V8-NAND-1Tb,1355,33.04,44769.2,2026-05-04,2026-05-04,SHIPPED
SO100330,2026-01-06,CUST_014,Taiwan,V9-NAND-2Tb,2403,6.14,14754.42,2026-01-27,2026-01-28,SHIPPED
SO100331,2025-09-29,CUST_001,China,LSI-ISOCELL-HP2,1596,34.97,55812.12,2025-10-20,2025-10-11,SHIPPED
SO100332,2026-05-03,CUST_011,Europe,LSI-ISOCELL-HP2,586,17.4,10196.4,2026-05-24,2026-05-27,SHIPPED
SO100333,2025-10-03,CUST_005,Europe,V8-NAND-1Tb,2508,41.07,103003.56,2025-10-24,2025-11-01,SHIPPED
SO100334,2026-05-12,CUST_028,Europe,D1B-DDR5-24G,1854,12.63,23416.02,2026-06-02,2026-05-19,SHIPPED
SO100335,2025-10-27,CUST_018,Japan,D1Z-DDR5-16G,406,33.65,13661.9,2025-11-17,2025-11-19,SHIPPED
SO100336,2026-04-18,CUST_026,Korea,D1B-DDR5-24G,3175,20.56,65278.0,2026-05-09,2026-05-06,SHIPPED
SO100337,2026-07-12,CUST_032,Japan,D1Z-DDR5-16G,3035,19.86,60275.1,2026-08-02,,OPEN
SO100338,2025-12-30,CUST_036,Japan,LSI-ISOCELL-HP2,2552,12.65,32282.8,2026-01-20,2026-01-04,SHIPPED
SO100339,2026-06-02,CUST_034,USA,V9-NAND-2Tb,1982,20.97,41562.54,2026-06-23,2026-06-09,SHIPPED
SO100340,2026-06-09,CUST_021,Europe,V8-NAND-1Tb,2266,26.6,60275.6,2026-06-30,2026-06-16,SHIPPED
SO100341,2026-04-12,CUST_017,Taiwan,D1Z-DDR5-16G,5179,29.11,150760.69,2026-05-03,2026-04-13,SHIPPED
SO100342,2025-07-17,CUST_021,Japan,D1B-DDR5-24G,2924,7.99,23362.76,2025-08-07,2025-07-30,SHIPPED
SO100343,2026-07-07,CUST_005,Taiwan,D1B-DDR5-24G,3008,6.31,18980.48,2026-07-28,2026-08-08,SHIPPED
SO100344,2026-07-23,CUST_035,Japan,D1B-DDR5-24G,1482,39.54,58598.28,2026-08-13,,OPEN
SO100345,2025-08-08,CUST_036,Korea,D1B-DDR5-24G,2322,8.94,20758.68,2025-08-29,2025-08-22,SHIPPED
SO100346,2025-07-02,CUST_019,Taiwan,D1Z-DDR5-16G,2384,34.45,82128.8,2025-07-23,2025-08-05,SHIPPED
SO100347,2025-09-25,CUST_001,USA,V9-NAND-2Tb,4206,8.7,36592.2,2025-10-16,2025-10-12,SHIPPED
SO100348,2026-06-10,CUST_038,Taiwan,V8-NAND-1Tb,1278,30.85,39426.3,2026-07-01,2026-06-24,SHIPPED
SO100349,2026-02-08,CUST_013,USA,LSI-ISOCELL-HP2,3031,12.0,36372.0,2026-03-01,2026-03-11,SHIPPED
SO100350,2026-01-30,CUST_002,Europe,D1Z-DDR5-16G,2451,22.72,55686.72,2026-02-20,2026-02-12,SHIPPED
SO100351,2025-11-11,CUST_032,Japan,D1Z-DDR5-16G,312,33.48,10445.76,2025-12-02,2025-11-21,SHIPPED
SO100352,2026-05-18,CUST_019,Taiwan,D1Z-DDR5-16G,417,29.36,12243.12,2026-06-08,2026-06-02,SHIPPED
SO100353,2025-09-22,CUST_024,Europe,D1B-DDR5-24G,3547,40.24,142731.28,2025-10-13,2025-10-14,SHIPPED
SO100354,2025-11-22,CUST_021,China,V8-NAND-1Tb,1818,33.32,60575.76,2025-12-13,2025-12-09,SHIPPED
SO100355,2026-01-11,CUST_029,Taiwan,V8-NAND-1Tb,1821,5.7,10379.7,2026-02-01,2026-02-05,SHIPPED
SO100356,2026-02-11,CUST_035,Taiwan,V9-NAND-2Tb,1502,5.88,8831.76,2026-03-04,2026-02-24,SHIPPED
SO100357,2026-07-02,CUST_021,USA,V9-NAND-2Tb,2514,25.42,63905.88,2026-07-23,2026-07-11,SHIPPED
SO100358,2026-03-01,CUST_018,USA,LSI-ISOCELL-HP2,743,37.5,27862.5,2026-03-22,,OPEN
SO100359,2026-07-01,CUST_037,Europe,V8-NAND-1Tb,1429,41.67,59546.43,2026-07-22,2026-08-05,SHIPPED
SO100360,2025-10-13,CUST_040,China,D1B-DDR5-24G,4576,14.7,67267.2,2025-11-03,2025-11-19,SHIPPED
SO100361,2025-08-07,CUST_017,Japan,V9-NAND-2Tb,1277,11.67,14902.59,2025-08-28,2025-08-12,SHIPPED
SO100362,2026-05-16,CUST_033,China,V8-NAND-1Tb,2494,28.46,70979.24,2026-06-06,2026-06-28,SHIPPED
SO100363,2025-09-21,CUST_011,China,D1Z-DDR5-16G,4010,31.13,124831.3,2025-10-12,2025-10-19,SHIPPED
SO100364,2025-08-31,CUST_014,Europe,D1B-DDR5-24G,2341,39.01,91322.41,2025-09-21,2025-09-15,SHIPPED
SO100365,2025-10-16,CUST_035,Europe,V8-NAND-1Tb,2116,22.1,46763.6,2025-11-06,2025-11-15,SHIPPED
SO100366,2026-05-11,CUST_003,China,V9-NAND-2Tb,3178,15.2,48305.6,2026-06-01,2026-06-21,SHIPPED
SO100367,2025-12-24,CUST_040,Europe,V9-NAND-2Tb,3154,17.48,55131.92,2026-01-14,2026-01-04,SHIPPED
SO100368,2026-02-07,CUST_033,Korea,V9-NAND-2Tb,2432,18.27,44432.64,2026-02-28,,OPEN
SO100369,2025-07-17,CUST_033,USA,D1B-DDR5-24G,755,4.35,3284.25,2025-08-07,2025-08-17,SHIPPED
SO100370,2026-07-09,CUST_013,USA,V9-NAND-2Tb,4568,33.68,153850.24,2026-07-30,2026-07-19,SHIPPED
SO100371,2025-11-13,CUST_021,Japan,V9-NAND-2Tb,574,3.12,1790.88,2025-12-04,2025-11-27,SHIPPED
SO100372,2025-09-10,CUST_001,Korea,D1Z-DDR5-16G,3880,26.79,103945.2,2025-10-01,,OPEN
SO100373,2025-07-07,CUST_005,Europe,D1B-DDR5-24G,1372,6.06,8314.32,2025-07-28,2025-07-22,SHIPPED
SO100374,2026-01-01,CUST_023,Taiwan,V8-NAND-1Tb,2485,14.17,35212.45,2026-01-22,2026-01-21,SHIPPED
SO100375,2025-08-12,CUST_032,Europe,V8-NAND-1Tb,4322,31.17,134716.74,2025-09-02,2025-09-02,SHIPPED
SO100376,2025-12-16,CUST_010,Europe,D1Z-DDR5-16G,2350,11.24,26414.0,2026-01-06,,OPEN
SO100377,2026-06-16,CUST_017,Japan,D1Z-DDR5-16G,2612,10.08,26328.96,2026-07-07,2026-07-05,SHIPPED
SO100378,2025-07-05,CUST_024,Korea,LSI-ISOCELL-HP2,6310,20.05,126515.5,2025-07-26,2025-07-23,SHIPPED
SO100379,2026-07-19,CUST_025,USA,LSI-ISOCELL-HP2,1136,36.21,41134.56,2026-08-09,2026-08-04,SHIPPED
SO100380,2026-01-16,CUST_006,USA,LSI-ISOCELL-HP2,1447,20.06,29026.82,2026-02-06,2026-02-15,SHIPPED
SO100381,2025-08-14,CUST_008,USA,D1Z-DDR5-16G,2773,23.43,64971.39,2025-09-04,2025-08-31,SHIPPED
SO100382,2025-10-18,CUST_001,Japan,LSI-ISOCELL-HP2,2098,13.67,28679.66,2025-11-08,2025-11-11,SHIPPED
SO100383,2026-05-14,CUST_031,Europe,D1B-DDR5-24G,2552,20.65,52698.8,2026-06-04,2026-05-23,SHIPPED
SO100384,2025-10-05,CUST_032,Taiwan,D1B-DDR5-24G,1664,26.36,43863.04,2025-10-26,2025-11-05,SHIPPED
SO100385,2026-06-28,CUST_035,Japan,V9-NAND-2Tb,1940,9.34,18119.6,2026-07-19,2026-07-18,SHIPPED
SO100386,2025-07-25,CUST_014,China,D1B-DDR5-24G,3007,39.67,119287.69,2025-08-15,,OPEN
SO100387,2026-01-22,CUST_030,USA,D1Z-DDR5-16G,2069,6.41,13262.29,2026-02-12,2026-02-14,SHIPPED
SO100388,2025-08-20,CUST_014,Korea,V8-NAND-1Tb,3181,26.85,85409.85,2025-09-10,2025-09-12,SHIPPED
SO100389,2026-08-02,CUST_024,Korea,V8-NAND-1Tb,3831,5.68,21760.08,2026-08-23,,OPEN
SO100390,2026-04-03,CUST_019,Japan,V9-NAND-2Tb,3600,26.54,95544.0,2026-04-24,2026-04-15,SHIPPED
SO100391,2025-08-31,CUST_003,China,D1B-DDR5-24G,2472,9.57,23657.04,2025-09-21,2025-09-22,SHIPPED
SO100392,2026-06-21,CUST_036,Taiwan,V9-NAND-2Tb,410,30.71,12591.1,2026-07-12,2026-07-12,SHIPPED
SO100393,2026-03-02,CUST_031,China,D1Z-DDR5-16G,1416,16.7,23647.2,2026-03-23,2026-03-25,SHIPPED
SO100394,2026-01-17,CUST_018,Europe,D1B-DDR5-24G,3392,39.2,132966.4,2026-02-07,,OPEN
SO100395,2026-05-08,CUST_029,Korea,D1B-DDR5-24G,2257,4.2,9479.4,2026-05-29,2026-05-17,SHIPPED
SO100396,2025-11-16,CUST_025,China,V8-NAND-1Tb,1620,32.81,53152.2,2025-12-07,2025-11-24,SHIPPED
SO100397,2025-09-02,CUST_030,USA,LSI-ISOCELL-HP2,891,3.98,3546.18,2025-09-23,2025-09-18,SHIPPED
SO100398,2025-11-13,CUST_010,Korea,D1Z-DDR5-16G,1919,2.2,4221.8,2025-12-04,2025-11-27,SHIPPED
SO100399,2025-10-14,CUST_006,Taiwan,LSI-ISOCELL-HP2,3064,34.62,106075.68,2025-11-04,2025-11-12,SHIPPED
SO100400,2025-07-01,CUST_016,Japan,D1Z-DDR5-16G,3367,33.68,113400.56,2025-07-22,2025-08-01,SHIPPED
SO100401,2025-11-07,CUST_025,Europe,LSI-ISOCELL-HP2,2953,5.66,16713.98,2025-11-28,2025-11-22,SHIPPED
SO100402,2026-03-18,CUST_036,Korea,V8-NAND-1Tb,2778,15.56,43225.68,2026-04-08,2026-04-18,SHIPPED
SO100403,2025-10-07,CUST_040,Taiwan,D1Z-DDR5-16G,2427,40.34,97905.18,2025-10-28,2025-10-23,SHIPPED
SO100404,2025-10-15,CUST_023,USA,D1B-DDR5-24G,4495,12.72,57176.4,2025-11-05,2025-11-15,SHIPPED
SO100405,2026-06-03,CUST_034,USA,V8-NAND-1Tb,2238,18.42,41223.96,2026-06-24,2026-06-19,SHIPPED
SO100406,2025-09-21,CUST_004,Japan,V9-NAND-2Tb,3618,9.83,35564.94,2025-10-12,2025-10-02,SHIPPED
SO100407,2025-10-21,CUST_024,Korea,V8-NAND-1Tb,1370,35.1,48087.0,2025-11-11,2025-10-31,SHIPPED
SO100408,2026-07-02,CUST_003,China,V8-NAND-1Tb,3485,41.31,143965.35,2026-07-23,,OPEN
SO100409,2026-04-25,CUST_031,Europe,D1Z-DDR5-16G,2869,2.52,7229.88,2026-05-16,2026-05-18,SHIPPED
SO100410,2026-06-21,CUST_031,USA,V8-NAND-1Tb,1864,36.35,67756.4,2026-07-12,2026-07-17,SHIPPED
SO100411,2026-01-10,CUST_027,USA,V9-NAND-2Tb,504,7.78,3921.12,2026-01-31,2026-02-07,SHIPPED
SO100412,2026-01-13,CUST_019,Europe,V9-NAND-2Tb,2197,34.88,76631.36,2026-02-03,2026-03-01,SHIPPED
SO100413,2026-04-28,CUST_010,Taiwan,D1Z-DDR5-16G,2233,15.63,34901.79,2026-05-19,2026-05-12,SHIPPED
SO100414,2025-12-20,CUST_011,China,LSI-ISOCELL-HP2,1839,10.99,20210.61,2026-01-10,,OPEN
SO100415,2025-12-14,CUST_023,China,D1B-DDR5-24G,2783,3.28,9128.24,2026-01-04,2025-12-28,SHIPPED
SO100416,2026-05-25,CUST_005,Europe,V8-NAND-1Tb,1631,32.7,53333.7,2026-06-15,2026-06-07,SHIPPED
