EMP_ID,DEPT,JOB_ROLE,GRADE,COURSE,CATEGORY,PLAN_HOURS,DONE_HOURS,SCORE,COMPLETED_DATE
E979259,글로벌인프라총괄,영업마케팅,CL4,통계적공정관리(SPC),품질,12,4,89.0,2026-06-01
E465910,DS경영지원,S/W개발,CL2,정보보호,필수,2,1,77.0,2026-05-21
E247670,메모리사업부,품질보증,CL2,Python 기초,데이터분석,20,19,93.0,2026-02-18
E486120,시스템LSI사업부,경영지원,CL3,Python 기초,데이터분석,20,12,96.0,2026-01-30
E114302,시스템LSI사업부,회로설계,CL4,Spotfire 데이터함수(Python),데이터분석,16,8,82.0,2026-03-04
E324494,DS경영지원,반도체공정기술,CL2,생성형 AI 활용,AI,6,4,77.0,2026-02-22
E293504,DS경영지원,반도체공정기술,CL2,생성형 AI 활용,AI,6,5,90.0,2026-05-23
E848794,글로벌인프라총괄,S/W개발,CL3,Python 기초,데이터분석,20,17,75.0,2026-05-05
E298605,반도체연구소,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,8,85.0,2026-01-07
E242672,메모리사업부,반도체공정기술,CL3,생성형 AI 활용,AI,6,6,81.0,2026-04-24
E208098,시스템LSI사업부,영업마케팅,CL2,Spotfire 기초,데이터분석,8,7,96.0,2026-02-01
E457021,반도체연구소,평가및분석,CL4,Spotfire 데이터함수(Python),데이터분석,16,16,99.0,2026-01-05
E773013,글로벌인프라총괄,회로설계,CL3,생성형 AI 활용,AI,6,5,83.0,2026-05-19
E528984,시스템LSI사업부,반도체공정기술,CL3,생성형 AI 활용,AI,6,4,80.0,2026-02-27
E895018,시스템LSI사업부,SCM/생산관리,CL4,Spotfire 데이터함수(Python),데이터분석,16,11,83.0,2026-07-01
E387806,글로벌인프라총괄,평가및분석,CL2,통계적공정관리(SPC),품질,12,4,96.0,2026-03-01
E963997,글로벌인프라총괄,경영지원,CL3,생성형 AI 활용,AI,6,4,97.0,2026-05-15
E322726,시스템LSI사업부,반도체공정기술,CL3,Python 기초,데이터분석,20,14,99.0,2026-03-04
E846458,메모리사업부,회로설계,CL2,정보보호,필수,2,1,82.0,2026-02-19
E338356,시스템LSI사업부,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,5,87.0,2026-05-18
E546111,반도체연구소,반도체공정기술,CL3,통계적공정관리(SPC),품질,12,5,80.0,2026-04-02
E887303,메모리사업부,패키지개발,CL4,반도체 8대 공정,직무기초,24,12,86.0,2026-06-24
E177260,시스템LSI사업부,평가및분석,CL2,반도체 8대 공정,직무기초,24,18,69.0,2026-05-12
E174049,글로벌인프라총괄,패키지개발,CL3,Python 기초,데이터분석,20,9,66.0,2026-06-27
E253953,파운드리사업부,회로설계,CL3,정보보호,필수,2,1,91.0,2026-04-12
E508504,반도체연구소,반도체공정기술,CL4,Spotfire 기초,데이터분석,8,8,,2026-02-20
E143595,글로벌인프라총괄,패키지개발,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,75.0,2026-05-25
E140946,DS경영지원,설비기술,CL2,생성형 AI 활용,AI,6,6,78.0,2026-06-09
E388653,글로벌인프라총괄,영업마케팅,CL2,Spotfire 데이터함수(Python),데이터분석,16,11,84.0,2026-04-04
E339243,메모리사업부,반도체공정기술,CL3,생성형 AI 활용,AI,6,4,87.0,2026-02-18
E988851,글로벌인프라총괄,반도체공정기술,CL4,생성형 AI 활용,AI,6,3,66.0,2026-05-22
E716327,파운드리사업부,경영지원,CL4,생성형 AI 활용,AI,6,6,87.0,2026-05-20
E972378,반도체연구소,패키지개발,CL3,Spotfire 기초,데이터분석,8,4,81.0,2026-07-09
E461158,시스템LSI사업부,S/W개발,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,92.0,2026-02-22
E256249,글로벌인프라총괄,반도체공정기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,7,98.0,2026-04-19
E188021,시스템LSI사업부,평가및분석,CL4,통계적공정관리(SPC),품질,12,10,97.0,2026-05-02
E449721,파운드리사업부,경영지원,CL3,반도체 8대 공정,직무기초,24,14,92.0,2026-07-14
E467568,메모리사업부,평가및분석,CL2,반도체 8대 공정,직무기초,24,24,,2026-02-16
E762375,메모리사업부,회로설계,CL4,반도체 8대 공정,직무기초,24,24,88.0,2026-07-19
E386399,파운드리사업부,경영지원,CL3,반도체 8대 공정,직무기초,24,12,,2026-06-07
E870327,DS경영지원,영업마케팅,CL4,통계적공정관리(SPC),품질,12,12,77.0,2026-07-14
E891742,시스템LSI사업부,설비기술,CL4,Python 기초,데이터분석,20,14,,2026-04-16
E634983,메모리사업부,회로설계,CL3,통계적공정관리(SPC),품질,12,3,74.0,2026-01-24
E107343,반도체연구소,영업마케팅,CL3,Python 기초,데이터분석,20,12,,2026-03-18
E338824,반도체연구소,반도체공정기술,CL4,통계적공정관리(SPC),품질,12,11,80.0,2026-03-18
E215775,반도체연구소,반도체공정기술,CL2,반도체 8대 공정,직무기초,24,13,80.0,2026-05-05
E674270,글로벌인프라총괄,S/W개발,CL3,통계적공정관리(SPC),품질,12,9,63.0,2026-06-07
E831777,메모리사업부,S/W개발,CL2,반도체 8대 공정,직무기초,24,18,80.0,2026-02-23
E134692,글로벌인프라총괄,회로설계,CL3,반도체 8대 공정,직무기초,24,8,81.0,2026-03-20
E695232,글로벌인프라총괄,패키지개발,CL2,정보보호,필수,2,1,77.0,2026-06-16
E951170,시스템LSI사업부,평가및분석,CL3,반도체 8대 공정,직무기초,24,2,74.0,2026-04-13
E719007,DS경영지원,S/W개발,CL3,Spotfire 데이터함수(Python),데이터분석,16,13,71.0,2026-01-09
E404818,반도체연구소,설비기술,CL4,반도체 8대 공정,직무기초,24,22,93.0,2026-06-19
E798647,반도체연구소,설비기술,CL2,Python 기초,데이터분석,20,16,71.0,2026-04-22
E103890,파운드리사업부,회로설계,CL2,정보보호,필수,2,0,84.0,2026-01-11
E407247,시스템LSI사업부,S/W개발,CL2,정보보호,필수,2,0,84.0,2026-05-25
E279628,글로벌인프라총괄,경영지원,CL2,생성형 AI 활용,AI,6,5,83.0,2026-04-06
E360031,DS경영지원,반도체공정기술,CL3,Spotfire 기초,데이터분석,8,8,94.0,2026-06-30
E624813,시스템LSI사업부,S/W개발,CL2,통계적공정관리(SPC),품질,12,10,66.0,2026-06-09
E560654,글로벌인프라총괄,회로설계,CL2,Spotfire 기초,데이터분석,8,6,82.0,2026-03-30
E860113,메모리사업부,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,10,72.0,2026-03-14
E679781,시스템LSI사업부,회로설계,CL4,Python 기초,데이터분석,20,5,91.0,2026-05-30
E773210,시스템LSI사업부,평가및분석,CL2,Spotfire 데이터함수(Python),데이터분석,16,8,84.0,2026-01-21
E358013,시스템LSI사업부,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,12,66.0,2026-05-27
E811070,글로벌인프라총괄,S/W개발,CL3,생성형 AI 활용,AI,6,4,83.0,2026-04-10
E540466,DS경영지원,설비기술,CL3,Python 기초,데이터분석,20,20,82.0,2026-02-21
E683952,시스템LSI사업부,경영지원,CL3,Spotfire 기초,데이터분석,8,6,83.0,2026-07-07
E263274,메모리사업부,SCM/생산관리,CL2,생성형 AI 활용,AI,6,5,,2026-05-17
E169628,시스템LSI사업부,SCM/생산관리,CL2,반도체 8대 공정,직무기초,24,18,95.0,2026-06-05
E561260,반도체연구소,회로설계,CL3,반도체 8대 공정,직무기초,24,24,88.0,2026-02-26
E480022,메모리사업부,품질보증,CL4,생성형 AI 활용,AI,6,3,107.0,2026-06-13
E969911,DS경영지원,패키지개발,CL3,Python 기초,데이터분석,20,17,93.0,2026-02-10
E846290,반도체연구소,반도체공정기술,CL4,반도체 8대 공정,직무기초,24,15,76.0,2026-01-12
E358664,파운드리사업부,경영지원,CL2,통계적공정관리(SPC),품질,12,7,76.0,2026-02-10
E576269,반도체연구소,영업마케팅,CL2,반도체 8대 공정,직무기초,24,13,91.0,2026-04-19
E317962,파운드리사업부,회로설계,CL3,Spotfire 기초,데이터분석,8,7,87.0,2026-02-19
E903251,파운드리사업부,품질보증,CL4,반도체 8대 공정,직무기초,24,9,83.0,2026-06-14
E720765,파운드리사업부,품질보증,CL3,통계적공정관리(SPC),품질,12,7,,2026-04-25
E998800,메모리사업부,회로설계,CL2,Spotfire 데이터함수(Python),데이터분석,16,13,,2026-03-08
E670042,시스템LSI사업부,반도체공정기술,CL4,Spotfire 기초,데이터분석,8,3,101.0,2026-01-06
E544631,DS경영지원,경영지원,CL2,생성형 AI 활용,AI,6,3,82.0,2026-01-19
E404792,DS경영지원,품질보증,CL4,생성형 AI 활용,AI,6,6,76.0,2026-06-17
E274023,메모리사업부,회로설계,CL3,Spotfire 데이터함수(Python),데이터분석,16,16,74.0,2026-02-10
E177107,반도체연구소,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,6,82.0,2026-01-24
E862110,반도체연구소,회로설계,CL3,Spotfire 기초,데이터분석,8,6,76.0,2026-04-09
E866324,반도체연구소,영업마케팅,CL2,Spotfire 데이터함수(Python),데이터분석,16,14,80.0,2026-07-13
E929102,시스템LSI사업부,반도체공정기술,CL3,반도체 8대 공정,직무기초,24,23,92.0,2026-03-19
E926093,메모리사업부,SCM/생산관리,CL3,Spotfire 데이터함수(Python),데이터분석,16,14,77.0,2026-05-16
E980699,파운드리사업부,S/W개발,CL2,Python 기초,데이터분석,20,19,80.0,2026-01-06
E306745,메모리사업부,평가및분석,CL3,Python 기초,데이터분석,20,20,86.0,2026-03-28
E784647,글로벌인프라총괄,SCM/생산관리,CL3,Spotfire 데이터함수(Python),데이터분석,16,16,,2026-04-12
E211383,반도체연구소,SCM/생산관리,CL2,Spotfire 기초,데이터분석,8,4,89.0,2026-06-09
E912481,반도체연구소,S/W개발,CL3,반도체 8대 공정,직무기초,24,21,86.0,2026-01-29
E653924,글로벌인프라총괄,패키지개발,CL3,정보보호,필수,2,1,86.0,2026-04-12
E895543,메모리사업부,S/W개발,CL4,통계적공정관리(SPC),품질,12,7,76.0,2026-03-27
E856247,글로벌인프라총괄,경영지원,CL2,통계적공정관리(SPC),품질,12,9,86.0,2026-01-10
E601829,DS경영지원,반도체공정기술,CL2,Spotfire 기초,데이터분석,8,5,96.0,2026-01-18
E745658,메모리사업부,영업마케팅,CL2,Spotfire 기초,데이터분석,8,6,73.0,2026-03-15
E276481,글로벌인프라총괄,영업마케팅,CL4,Python 기초,데이터분석,20,15,81.0,2026-07-05
E152611,메모리사업부,경영지원,CL2,Python 기초,데이터분석,20,18,81.0,2026-06-11
E715973,반도체연구소,경영지원,CL3,Python 기초,데이터분석,20,8,92.0,2026-01-19
E673795,DS경영지원,SCM/생산관리,CL4,반도체 8대 공정,직무기초,24,15,87.0,2026-01-24
E732907,시스템LSI사업부,패키지개발,CL3,반도체 8대 공정,직무기초,24,24,74.0,2026-07-09
E524100,시스템LSI사업부,회로설계,CL2,통계적공정관리(SPC),품질,12,10,88.0,2026-05-20
E816201,시스템LSI사업부,SCM/생산관리,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,81.0,2026-05-13
E426268,DS경영지원,영업마케팅,CL2,Python 기초,데이터분석,20,17,,2026-01-17
E280454,반도체연구소,품질보증,CL3,Spotfire 기초,데이터분석,8,8,77.0,2026-01-20
E435114,글로벌인프라총괄,경영지원,CL2,생성형 AI 활용,AI,6,5,79.0,2026-05-29
E917819,글로벌인프라총괄,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,13,77.0,2026-03-17
E556297,시스템LSI사업부,회로설계,CL2,Spotfire 기초,데이터분석,8,4,81.0,2026-01-31
E236307,메모리사업부,품질보증,CL2,생성형 AI 활용,AI,6,6,,2026-07-13
E487210,반도체연구소,평가및분석,CL2,Python 기초,데이터분석,20,19,92.0,2026-06-13
E593784,반도체연구소,품질보증,CL3,통계적공정관리(SPC),품질,12,8,77.0,2026-01-31
E892076,반도체연구소,품질보증,CL2,생성형 AI 활용,AI,6,6,75.0,2026-06-21
E651850,파운드리사업부,패키지개발,CL3,반도체 8대 공정,직무기초,24,11,75.0,2026-04-28
E362214,시스템LSI사업부,평가및분석,CL2,정보보호,필수,2,2,,2026-05-02
E808843,파운드리사업부,S/W개발,CL3,Spotfire 데이터함수(Python),데이터분석,16,14,76.0,2026-05-07
E881589,메모리사업부,설비기술,CL2,Python 기초,데이터분석,20,16,90.0,2026-04-17
E757009,글로벌인프라총괄,평가및분석,CL2,통계적공정관리(SPC),품질,12,12,93.0,2026-01-20
E158329,시스템LSI사업부,평가및분석,CL2,반도체 8대 공정,직무기초,24,24,87.0,2026-02-21
E699060,반도체연구소,SCM/생산관리,CL3,생성형 AI 활용,AI,6,3,96.0,2026-06-03
E392728,DS경영지원,S/W개발,CL2,통계적공정관리(SPC),품질,12,5,75.0,2026-03-08
E555064,반도체연구소,패키지개발,CL2,생성형 AI 활용,AI,6,2,78.0,2026-05-14
E242499,DS경영지원,패키지개발,CL2,생성형 AI 활용,AI,6,4,,2026-02-04
E118589,시스템LSI사업부,SCM/생산관리,CL2,정보보호,필수,2,1,76.0,2026-05-07
E607187,DS경영지원,평가및분석,CL2,Python 기초,데이터분석,20,11,74.0,2026-07-13
E689204,DS경영지원,회로설계,CL3,생성형 AI 활용,AI,6,3,,2026-03-01
E459207,메모리사업부,회로설계,CL2,통계적공정관리(SPC),품질,12,6,67.0,2026-06-20
E583446,메모리사업부,패키지개발,CL2,Spotfire 기초,데이터분석,8,6,85.0,2026-02-26
E439862,파운드리사업부,회로설계,CL3,통계적공정관리(SPC),품질,12,7,70.0,2026-07-18
E117149,시스템LSI사업부,경영지원,CL3,정보보호,필수,2,1,78.0,2026-03-19
E859662,글로벌인프라총괄,반도체공정기술,CL4,통계적공정관리(SPC),품질,12,5,,2026-07-06
E905615,글로벌인프라총괄,설비기술,CL3,Python 기초,데이터분석,20,14,,2026-02-16
E569665,파운드리사업부,회로설계,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,97.0,2026-04-07
E829474,메모리사업부,반도체공정기술,CL2,정보보호,필수,2,1,89.0,2026-04-07
E598797,반도체연구소,평가및분석,CL2,반도체 8대 공정,직무기초,24,24,92.0,2026-04-19
E366120,글로벌인프라총괄,영업마케팅,CL3,Spotfire 기초,데이터분석,8,8,96.0,2026-01-15
E628133,시스템LSI사업부,패키지개발,CL4,생성형 AI 활용,AI,6,5,74.0,2026-05-23
E835798,반도체연구소,S/W개발,CL3,통계적공정관리(SPC),품질,12,9,78.0,2026-04-29
E202159,반도체연구소,설비기술,CL2,Python 기초,데이터분석,20,15,98.0,2026-03-21
E405469,글로벌인프라총괄,패키지개발,CL2,통계적공정관리(SPC),품질,12,12,82.0,2026-06-15
E244270,시스템LSI사업부,S/W개발,CL4,Spotfire 기초,데이터분석,8,4,72.0,2026-01-13
E138976,글로벌인프라총괄,회로설계,CL3,Spotfire 데이터함수(Python),데이터분석,16,4,80.0,2026-01-15
E951739,파운드리사업부,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,1,84.0,2026-05-15
E315678,파운드리사업부,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,9,82.0,2026-06-08
E195604,반도체연구소,평가및분석,CL2,Spotfire 기초,데이터분석,8,5,81.0,2026-06-25
E566607,시스템LSI사업부,반도체공정기술,CL2,Python 기초,데이터분석,20,15,75.0,2026-07-07
E309353,메모리사업부,S/W개발,CL4,생성형 AI 활용,AI,6,5,75.0,2026-05-31
E369599,글로벌인프라총괄,설비기술,CL2,생성형 AI 활용,AI,6,4,91.0,2026-07-17
E402617,시스템LSI사업부,평가및분석,CL3,Spotfire 데이터함수(Python),데이터분석,16,16,69.0,2026-04-03
E549692,시스템LSI사업부,회로설계,CL2,Spotfire 기초,데이터분석,8,8,88.0,2026-05-07
E928263,메모리사업부,영업마케팅,CL2,반도체 8대 공정,직무기초,24,23,92.0,2026-05-22
E787030,반도체연구소,경영지원,CL4,Spotfire 데이터함수(Python),데이터분석,16,12,,2026-01-26
E440283,DS경영지원,설비기술,CL4,생성형 AI 활용,AI,6,6,,2026-05-25
E166671,메모리사업부,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,4,72.0,2026-05-27
E318165,DS경영지원,평가및분석,CL2,Spotfire 기초,데이터분석,8,6,71.0,2026-02-07
E437585,DS경영지원,영업마케팅,CL4,Spotfire 기초,데이터분석,8,8,80.0,2026-01-26
E807639,파운드리사업부,설비기술,CL2,반도체 8대 공정,직무기초,24,10,104.0,2026-07-23
E606460,글로벌인프라총괄,경영지원,CL3,Python 기초,데이터분석,20,18,88.0,2026-03-05
E775660,반도체연구소,S/W개발,CL2,Python 기초,데이터분석,20,16,85.0,2026-06-30
E914837,시스템LSI사업부,반도체공정기술,CL2,Python 기초,데이터분석,20,13,64.0,2026-02-13
E521371,파운드리사업부,영업마케팅,CL3,Spotfire 기초,데이터분석,8,8,75.0,2026-01-27
E128803,글로벌인프라총괄,회로설계,CL3,정보보호,필수,2,1,96.0,2026-06-30
E452832,메모리사업부,패키지개발,CL3,Spotfire 기초,데이터분석,8,8,72.0,2026-02-19
E147148,반도체연구소,SCM/생산관리,CL2,통계적공정관리(SPC),품질,12,10,78.0,2026-07-11
E211328,메모리사업부,S/W개발,CL4,통계적공정관리(SPC),품질,12,9,90.0,2026-03-12
E205876,DS경영지원,S/W개발,CL3,반도체 8대 공정,직무기초,24,21,66.0,2026-02-12
E548150,메모리사업부,SCM/생산관리,CL2,반도체 8대 공정,직무기초,24,18,82.0,2026-04-29
E331072,시스템LSI사업부,S/W개발,CL3,Spotfire 데이터함수(Python),데이터분석,16,6,75.0,2026-03-02
E293518,시스템LSI사업부,영업마케팅,CL2,Python 기초,데이터분석,20,17,73.0,2026-05-28
E722219,반도체연구소,영업마케팅,CL3,Spotfire 데이터함수(Python),데이터분석,16,5,65.0,2026-02-18
E442111,글로벌인프라총괄,설비기술,CL3,Python 기초,데이터분석,20,13,93.0,2026-06-15
E912920,DS경영지원,평가및분석,CL3,정보보호,필수,2,2,65.0,2026-05-18
E498731,시스템LSI사업부,회로설계,CL2,반도체 8대 공정,직무기초,24,18,93.0,2026-03-29
E404082,시스템LSI사업부,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,8,70.0,2026-04-30
E378956,시스템LSI사업부,평가및분석,CL2,통계적공정관리(SPC),품질,12,8,88.0,2026-03-09
E818821,메모리사업부,패키지개발,CL2,생성형 AI 활용,AI,6,4,,2026-07-14
E925559,글로벌인프라총괄,설비기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,12,80.0,2026-02-27
E859904,반도체연구소,패키지개발,CL2,통계적공정관리(SPC),품질,12,8,85.0,2026-03-26
E605450,DS경영지원,반도체공정기술,CL4,통계적공정관리(SPC),품질,12,9,71.0,2026-06-12
E620286,시스템LSI사업부,품질보증,CL3,반도체 8대 공정,직무기초,24,24,85.0,2026-05-14
E680324,파운드리사업부,영업마케팅,CL2,생성형 AI 활용,AI,6,5,114.0,2026-01-25
E966087,메모리사업부,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,7,,2026-03-22
E624001,파운드리사업부,SCM/생산관리,CL3,Python 기초,데이터분석,20,17,94.0,2026-03-03
E642052,DS경영지원,반도체공정기술,CL4,Python 기초,데이터분석,20,18,83.0,2026-03-03
E722657,반도체연구소,영업마케팅,CL3,통계적공정관리(SPC),품질,12,12,67.0,2026-01-12
E761960,DS경영지원,영업마케팅,CL4,Spotfire 기초,데이터분석,8,5,90.0,2026-06-02
E791325,글로벌인프라총괄,회로설계,CL3,Spotfire 데이터함수(Python),데이터분석,16,14,77.0,2026-05-29
E752073,파운드리사업부,패키지개발,CL2,반도체 8대 공정,직무기초,24,9,85.0,2026-01-31
E267130,글로벌인프라총괄,반도체공정기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,97.0,2026-01-15
E653828,시스템LSI사업부,반도체공정기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,13,78.0,2026-03-14
E431308,메모리사업부,회로설계,CL3,Spotfire 기초,데이터분석,8,5,81.0,2026-01-29
E275438,DS경영지원,평가및분석,CL4,반도체 8대 공정,직무기초,24,9,74.0,2026-04-21
E611357,파운드리사업부,반도체공정기술,CL3,Spotfire 데이터함수(Python),데이터분석,16,12,71.0,2026-02-11
E107774,DS경영지원,S/W개발,CL2,Python 기초,데이터분석,20,17,91.0,2026-06-07
E316961,파운드리사업부,S/W개발,CL2,Spotfire 기초,데이터분석,8,6,89.0,2026-07-08
E768820,DS경영지원,패키지개발,CL3,Spotfire 기초,데이터분석,8,5,98.0,2026-04-16
E574087,DS경영지원,품질보증,CL4,Spotfire 기초,데이터분석,8,5,,2026-06-01
E500223,메모리사업부,영업마케팅,CL2,생성형 AI 활용,AI,6,6,72.0,2026-07-13
E874867,DS경영지원,S/W개발,CL3,생성형 AI 활용,AI,6,6,93.0,2026-07-04
E730646,파운드리사업부,품질보증,CL2,Python 기초,데이터분석,20,20,88.0,2026-07-18
E683726,글로벌인프라총괄,평가및분석,CL3,Python 기초,데이터분석,20,11,66.0,2026-06-27
E869374,시스템LSI사업부,품질보증,CL2,반도체 8대 공정,직무기초,24,23,,2026-04-16
E824923,파운드리사업부,경영지원,CL2,Spotfire 기초,데이터분석,8,6,,2026-03-15
E784786,반도체연구소,반도체공정기술,CL3,Python 기초,데이터분석,20,18,88.0,2026-01-26
E482470,파운드리사업부,평가및분석,CL3,통계적공정관리(SPC),품질,12,10,,2026-03-02
E278700,파운드리사업부,반도체공정기술,CL3,Spotfire 기초,데이터분석,8,5,,2026-06-25
E911063,파운드리사업부,반도체공정기술,CL2,정보보호,필수,2,2,88.0,2026-04-08
E674828,글로벌인프라총괄,설비기술,CL2,생성형 AI 활용,AI,6,4,87.0,2026-03-06
E543866,반도체연구소,평가및분석,CL3,Spotfire 기초,데이터분석,8,4,76.0,2026-05-13
E450419,메모리사업부,SCM/생산관리,CL3,Python 기초,데이터분석,20,1,72.0,2026-06-07
E230705,파운드리사업부,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,9,,2026-03-25
E296991,DS경영지원,회로설계,CL2,정보보호,필수,2,1,69.0,2026-04-14
E429893,메모리사업부,설비기술,CL2,생성형 AI 활용,AI,6,5,95.0,2026-04-12
E494723,반도체연구소,S/W개발,CL2,반도체 8대 공정,직무기초,24,13,,2026-02-28
E905742,DS경영지원,회로설계,CL2,Spotfire 기초,데이터분석,8,3,79.0,2026-04-24
E294122,시스템LSI사업부,회로설계,CL3,통계적공정관리(SPC),품질,12,12,87.0,2026-01-18
E818261,글로벌인프라총괄,평가및분석,CL2,통계적공정관리(SPC),품질,12,5,90.0,2026-07-18
E491675,메모리사업부,반도체공정기술,CL2,Spotfire 기초,데이터분석,8,4,85.0,2026-06-11
E650395,DS경영지원,S/W개발,CL2,반도체 8대 공정,직무기초,24,18,,2026-04-03
E189028,메모리사업부,패키지개발,CL2,반도체 8대 공정,직무기초,24,17,,2026-06-09
E624808,파운드리사업부,평가및분석,CL3,정보보호,필수,2,1,88.0,2026-06-24
E208024,메모리사업부,SCM/생산관리,CL3,통계적공정관리(SPC),품질,12,7,89.0,2026-02-13
E245285,글로벌인프라총괄,반도체공정기술,CL3,생성형 AI 활용,AI,6,4,80.0,2026-03-05
E623943,글로벌인프라총괄,반도체공정기술,CL2,생성형 AI 활용,AI,6,4,80.0,2026-02-27
E898852,파운드리사업부,설비기술,CL3,정보보호,필수,2,1,75.0,2026-05-30
E184017,DS경영지원,영업마케팅,CL3,Spotfire 기초,데이터분석,8,3,,2026-03-28
E680778,글로벌인프라총괄,S/W개발,CL3,생성형 AI 활용,AI,6,5,80.0,2026-05-03
E385089,파운드리사업부,회로설계,CL2,생성형 AI 활용,AI,6,4,89.0,2026-04-16
E660219,반도체연구소,설비기술,CL4,생성형 AI 활용,AI,6,5,83.0,2026-02-26
E278840,DS경영지원,반도체공정기술,CL3,Spotfire 데이터함수(Python),데이터분석,16,14,82.0,2026-06-01
E203565,글로벌인프라총괄,반도체공정기술,CL4,반도체 8대 공정,직무기초,24,17,90.0,2026-04-14
E467309,시스템LSI사업부,설비기술,CL4,Python 기초,데이터분석,20,17,88.0,2026-05-10
E156709,DS경영지원,영업마케팅,CL3,반도체 8대 공정,직무기초,24,9,,2026-01-05
E913967,메모리사업부,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,12,,2026-02-24
E200512,글로벌인프라총괄,반도체공정기술,CL3,반도체 8대 공정,직무기초,24,24,89.0,2026-01-20
E673378,반도체연구소,품질보증,CL2,Python 기초,데이터분석,20,7,69.0,2026-05-29
E789273,반도체연구소,S/W개발,CL3,생성형 AI 활용,AI,6,4,91.0,2026-05-17
E667903,DS경영지원,SCM/생산관리,CL3,Python 기초,데이터분석,20,20,82.0,2026-06-18
E241384,시스템LSI사업부,평가및분석,CL3,반도체 8대 공정,직무기초,24,17,,2026-03-23
E822552,파운드리사업부,설비기술,CL4,Spotfire 기초,데이터분석,8,5,72.0,2026-02-16
E848718,DS경영지원,SCM/생산관리,CL2,Python 기초,데이터분석,20,20,82.0,2026-02-13
E408937,파운드리사업부,반도체공정기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,11,86.0,2026-02-01
E288092,DS경영지원,평가및분석,CL2,Spotfire 기초,데이터분석,8,6,103.0,2026-05-17
E706235,DS경영지원,경영지원,CL2,통계적공정관리(SPC),품질,12,8,,2026-06-28
E676590,메모리사업부,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,6,100.0,2026-04-24
E381912,반도체연구소,품질보증,CL4,통계적공정관리(SPC),품질,12,6,96.0,2026-04-06
E414163,파운드리사업부,반도체공정기술,CL2,반도체 8대 공정,직무기초,24,22,90.0,2026-07-10
E849620,파운드리사업부,설비기술,CL3,Python 기초,데이터분석,20,13,68.0,2026-02-27
E233533,DS경영지원,품질보증,CL3,Spotfire 데이터함수(Python),데이터분석,16,10,82.0,2026-05-10
E993227,글로벌인프라총괄,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,11,84.0,2026-03-08
E604987,반도체연구소,반도체공정기술,CL2,생성형 AI 활용,AI,6,5,70.0,2026-05-28
E901967,글로벌인프라총괄,SCM/생산관리,CL3,Python 기초,데이터분석,20,20,87.0,2026-02-01
E914717,시스템LSI사업부,회로설계,CL4,통계적공정관리(SPC),품질,12,11,,2026-07-18
E395228,메모리사업부,반도체공정기술,CL4,Python 기초,데이터분석,20,5,107.0,2026-03-07
E319529,메모리사업부,SCM/생산관리,CL4,Python 기초,데이터분석,20,20,89.0,2026-06-03
E632286,반도체연구소,영업마케팅,CL3,통계적공정관리(SPC),품질,12,12,88.0,2026-03-07
E578801,DS경영지원,평가및분석,CL3,통계적공정관리(SPC),품질,12,6,93.0,2026-06-03
E542656,메모리사업부,설비기술,CL3,Python 기초,데이터분석,20,9,88.0,2026-01-31
E711845,DS경영지원,회로설계,CL3,Spotfire 데이터함수(Python),데이터분석,16,8,73.0,2026-01-19
E489382,파운드리사업부,영업마케팅,CL3,Spotfire 데이터함수(Python),데이터분석,16,5,73.0,2026-02-12
E238533,메모리사업부,영업마케팅,CL2,통계적공정관리(SPC),품질,12,12,93.0,2026-02-12
E387530,글로벌인프라총괄,회로설계,CL2,정보보호,필수,2,1,91.0,2026-03-01
E374791,반도체연구소,경영지원,CL2,Spotfire 기초,데이터분석,8,3,83.0,2026-02-11
E510070,반도체연구소,설비기술,CL2,Spotfire 기초,데이터분석,8,4,79.0,2026-06-01
E363169,DS경영지원,반도체공정기술,CL3,정보보호,필수,2,1,84.0,2026-05-07
E333138,메모리사업부,영업마케팅,CL3,Spotfire 기초,데이터분석,8,4,89.0,2026-02-07
E998959,글로벌인프라총괄,영업마케팅,CL2,Spotfire 기초,데이터분석,8,5,93.0,2026-04-10
